api_wall_time_ms,attempt_id,attempt_number,cache_write_tokens,cached_input_tokens,corpus_snapshot_id,cost_reconciliation_status,coverage_stratum,embedding_cost_usd,error_class,error_code,experiment_id,http_status,input_tokens,max_output_tokens,max_web_tool_calls_requested,model_config_id,model_cost_usd,openai_processing_ms,operational_identifiers_redacted,output_tokens,previous_response_id_used,price_version,prompt_version,protocol_version,provider_created_at_utc,query_embedding_tokens,question_hash,question_id,randomization_block,reasoning_effort,reasoning_tokens,reconciled_cost_usd,repetition,requested_model,retrieval_config_version,retry_cost_usd,retry_number,retryable,returned_model,run_id,sampling_parameters,schema_version,schema_version_response,search_content_tokens,service_tier_requested,service_tier_used,standardized_uncached_cost_usd,store,streaming,system_arm,text_verbosity,time_to_first_token_ms,total_estimated_cost_usd,total_tokens,utc_finished,utc_started,web_config_version,web_search_cost_usd,web_search_time_ms,web_search_tool_calls
13698.043475975282,attempt-766d34519f798691864f175d,1,7307,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,7310,6000,,gpt56_sol_high,0.060407,253.0,True,1193,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:13:59Z,0,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,study-q-003,11,high,674,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.0531,False,True,RAG,medium,8474.237020942383,0.060407,8503,2026-08-29T16:14:13.778884Z,2026-08-29T16:14:00.079310Z,live-web-search-frozen-v1,0.0,,0
26626.935373991728,attempt-58fe5908c0a6b6ad7a3464ec,1,36,5104,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,36442,6000,6,gpt56_sol_high,0.1651096,264.0,True,1884,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:14:13Z,0,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,study-q-003,11,high,1045,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.223448,False,True,WEB,medium,19143.88221502304,0.2051096,38326,2026-08-29T16:14:40.516032Z,2026-08-29T16:14:13.889611Z,live-web-search-frozen-v1,0.04,10341.700416989625,4
9633.12019908335,attempt-6a25a3bd2516ee596d89a4c7,1,0,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,3658,6000,,gpt55_medium,0.0443,415.0,True,867,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:44:31Z,0,90188a319424f981364e9f40fd95300b8f6f2c53a63f18e671d2d6ef2e4d9d01,study-q-004,88,medium,103,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.0443,False,True,RAG,medium,2392.1588520752266,0.0443,4525,2026-08-29T17:44:42.053989Z,2026-08-29T17:44:32.418930Z,live-web-search-frozen-v1,0.0,,0
30200.32625796739,attempt-c7338efc5ab0a8f17debc073,1,0,4608,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,18022,6000,6,gpt55_medium,0.131594,208.0,True,2074,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:44:41Z,0,90188a319424f981364e9f40fd95300b8f6f2c53a63f18e671d2d6ef2e4d9d01,study-q-004,88,medium,1199,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.17232999999999998,False,True,WEB,medium,20322.896144003607,0.15159399999999998,20096,2026-08-29T17:45:12.707211Z,2026-08-29T17:44:42.507588Z,live-web-search-frozen-v1,0.02,6373.20522905793,2
16804.634728003293,attempt-a018afd7025af211c7e34a68,1,3655,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,3658,6000,,gpt56_sol_high,0.043127,388.0,True,1242,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:46:20Z,0,90188a319424f981364e9f40fd95300b8f6f2c53a63f18e671d2d6ef2e4d9d01,study-q-004,88,high,516,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.039472,False,True,RAG,medium,7963.173704920337,0.043127,4900,2026-08-29T17:46:37.739498Z,2026-08-29T17:46:20.935340Z,live-web-search-frozen-v1,0.0,,0
66964.16557801422,attempt-9b0308ca53bcbcddb9b06a12,1,36,5104,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,35149,6000,6,gpt56_sol_high,0.1700576,237.0,True,2390,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:45:12Z,0,90188a319424f981364e9f40fd95300b8f6f2c53a63f18e671d2d6ef2e4d9d01,study-q-004,88,high,1578,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.22839600000000002,False,True,WEB,medium,57289.09652598668,0.2100576,37539,2026-08-29T17:46:20.130688Z,2026-08-29T17:45:13.168284Z,live-web-search-frozen-v1,0.04,34686.54738005716,4
11282.668091007508,attempt-0f99725628e442be75f1fd11,1,0,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,8768,6000,,gpt55_medium,0.0694,308.0,True,852,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:56:21Z,0,f244410060ce5f00aa010dc839cf54479995aab346b50ce0f105606dd8a07521,study-q-005,94,medium,279,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-005:gpt55_medium:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.0694,False,True,RAG,medium,4229.088608059101,0.0694,9620,2026-08-29T17:56:33.198644Z,2026-08-29T17:56:21.916536Z,live-web-search-frozen-v1,0.0,,0
27735.738865914755,attempt-0a7eea79de08e2c3be8082e7,1,0,4608,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,30185,6000,6,gpt55_medium,0.184819,377.0,True,1821,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:55:52Z,0,f244410060ce5f00aa010dc839cf54479995aab346b50ce0f105606dd8a07521,study-q-005,94,medium,891,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-005:gpt55_medium:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.255555,False,True,WEB,medium,18325.89034596458,0.234819,32006,2026-08-29T17:56:21.043094Z,2026-08-29T17:55:53.307608Z,live-web-search-frozen-v1,0.05,9765.351186040789,5
6299.06140093226,attempt-dfe2dad44435b78517ab5f74,1,8765,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,8768,6000,,gpt56_sol_high,0.051777,233.0,True,397,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:55:45Z,0,f244410060ce5f00aa010dc839cf54479995aab346b50ce0f105606dd8a07521,study-q-005,94,high,131,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-005:gpt56_sol_high:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.043012,False,True,RAG,medium,2963.9085879316553,0.051777,9165,2026-08-29T17:55:52.826754Z,2026-08-29T17:55:46.526605Z,live-web-search-frozen-v1,0.0,,0
67411.52037202846,attempt-d7aed9b497afe2e6e6a403c2,1,37,5104,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,36455,6000,6,gpt56_sol_high,0.1568226,212.0,True,1467,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T17:54:37Z,0,f244410060ce5f00aa010dc839cf54479995aab346b50ce0f105606dd8a07521,study-q-005,94,high,870,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-005:gpt56_sol_high:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.21516000000000002,False,True,WEB,medium,60487.21348505933,0.19682260000000001,37922,2026-08-29T17:55:45.658401Z,2026-08-29T17:54:38.248192Z,live-web-search-frozen-v1,0.04,44208.122694981284,4
12530.853317002766,attempt-2eabf0392734eac8bbf81d1f,1,0,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,8763,6000,,gpt55_medium,0.073965,534.0,True,1005,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:03:01Z,0,b3b4bc0d32dccd5aee85dfbd63ffd83f39439172184151ed78ed0ac451f4d749,study-q-006,1,medium,432,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-006:gpt55_medium:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.073965,False,True,RAG,medium,6405.836854944937,0.073965,9768,2026-08-29T16:03:13.964206Z,2026-08-29T16:03:01.432311Z,live-web-search-frozen-v1,0.0,,0
19356.678606010973,attempt-725494fa508b5cd7ed572404,1,0,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,11434,6000,6,gpt55_medium,0.10211,690.0,True,1498,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:03:14Z,0,b3b4bc0d32dccd5aee85dfbd63ffd83f39439172184151ed78ed0ac451f4d749,study-q-006,1,medium,653,,1_primary,gpt-5.5-2026-04-23,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.5-2026-04-23,rag-vs-web-1.1.0:1_primary:study-q-006:gpt55_medium:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.11211,False,True,WEB,medium,10271.278962027282,0.11211,12932,2026-08-29T16:03:33.391579Z,2026-08-29T16:03:14.035612Z,live-web-search-frozen-v1,0.01,2557.2893070057034,1
10617.333116009831,attempt-f03d6c2e565e0aa224e34e53,1,8760,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,8763,6000,,gpt56_sol_high,0.057452,261.0,True,682,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:02:49Z,0,b3b4bc0d32dccd5aee85dfbd63ffd83f39439172184151ed78ed0ac451f4d749,study-q-006,1,high,308,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-006:gpt56_sol_high:RAG,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.048692,False,True,RAG,medium,5474.476480972953,0.057452,9445,2026-08-29T16:03:00.975906Z,2026-08-29T16:02:50.358049Z,live-web-search-frozen-v1,0.0,,0
36902.909644995816,attempt-f6c4b6687f23675b504dacb5,1,5143,0,cs-f61b3d4e90089c1b890c23cb,not_reconciled_admin_key_not_required,covered_by_local_corpus,0.0,,,rag_vs_web_main,200,22080,6000,6,gpt56_sol_high,0.134563,552.0,True,2055,False,openai-public-prices-2026-08-29-v2-cap-500,rag-vs-web-common-task-v1,rag-vs-web-1.1.0,2026-08-29T16:02:19Z,0,b3b4bc0d32dccd5aee85dfbd63ffd83f39439172184151ed78ed0ac451f4d749,study-q-006,1,high,1410,,1_primary,gpt-5.6-sol,phase1-hybrid-rrf-bridge-frozen-v1,0.0,0,False,gpt-5.6-sol,rag-vs-web-1.1.0:1_primary:study-q-006:gpt56_sol_high:WEB,"{""temperature"": ""not_set"", ""top_logprobs"": ""not_set"", ""top_p"": ""not_set""}",api-attempt-1.1.0,rag-vs-web-response-v1,,default,default,0.14942,False,True,WEB,medium,31041.562785045244,0.15456299999999998,24135,2026-08-29T16:02:49.862297Z,2026-08-29T16:02:12.958252Z,live-web-search-frozen-v1,0.02,7372.328619007021,2
