answer_status,claim_id,claim_text,claim_type,model_config_id,question_id,repetition,run_id,source_ref,support_status,system_arm,validator_status
supported,C1,"Validierte RAMs wie Caprini-, Padua- oder IMPROVE-Score können bei der individuellen VTE-Risikostratifizierung hilfreich sein; die Evidenzsicherheit wird jedoch als niedrig bis sehr niedrig bewertet.",fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-a167bddee6a18e4a40aa153e,,RAG,accepted
supported,C1,"Validierte RAMs wie Caprini-, Padua- oder IMPROVE-Score können bei der individuellen VTE-Risikostratifizierung hilfreich sein; die Evidenzsicherheit wird jedoch als niedrig bis sehr niedrig bewertet.",fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-5f821920a3d0358dae298c25,,RAG,accepted
supported,C2,Die Implementierung von RAMs erhöhte in einem Cochrane-Review den Anteil sachgerechter VTE-Prophylaxen; EDV-gestützte Hinweissysteme reduzierten symptomatische VTE innerhalb von drei Monaten. Für beide Ergebnisse war die Evidenzsicherheit niedrig.,fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-5f821920a3d0358dae298c25,,RAG,accepted
supported,C3,Auch mit RAMs ist keine zweifelsfrei korrekte Einordnung des individuellen VTE-Risikos möglich; zudem ist die Literatur zur Qualität und Bedeutung dieser Modelle nicht einheitlich.,uncertainty,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-4eab990a1d9e4f602f435ed2,,RAG,accepted
supported,C3,Auch mit RAMs ist keine zweifelsfrei korrekte Einordnung des individuellen VTE-Risikos möglich; zudem ist die Literatur zur Qualität und Bedeutung dieser Modelle nicht einheitlich.,uncertainty,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-5f821920a3d0358dae298c25,,RAG,accepted
supported,C4,Die individuelle Entscheidung über eine Prophylaxe erfordert zusätzlich die Berücksichtigung von VTE- und Blutungsrisiko sowie deren Nutzen-Risiko-Abwägung.,fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:RAG,ru-db63b322c17e29ba062e999b,,RAG,accepted
supported,C1,Die aktuelle AWMF-S3-Leitlinie bewertet RAMs als potenziell hilfreich für die individuelle VTE-Risikoevaluation; die Evidenzsicherheit ist jedoch niedrig bis sehr niedrig. ([register.awmf.org](https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf)),fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C2,Die Implementierung standardisierter Risikobewertungen kann den Anteil sachgerechter Prophylaxeentscheidungen erhöhen; für klinische Endpunkte ist die Evidenz weniger robust. ([register.awmf.org](https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf)),fact,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C3,"Externe Validierungen zeigen heterogene, häufig schwache Diskriminationsleistungen; kein RAM ist eindeutig überlegen. ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC8323381/?utm_source=openai))",uncertainty,gpt56_sol_high,study-q-002,1_primary,rag-vs-web-1.1.0:1_primary:study-q-002:gpt56_sol_high:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC8323381/,,WEB,accepted
partially_supported,C1,Bei akut erkrankten ambulanten Patienten mit erhöhtem VTE-Risiko und geringem Blutungsrisiko empfiehlt die Leitlinie nach adäquater Risikostratifizierung eine medikamentöse VTE-Prophylaxe.,fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,ru-4d2feffc0b71b91d13fec864,,RAG,accepted
partially_supported,C2,Die Indikation zur medikamentösen VTE-Prophylaxe soll VTE- und Blutungsrisiken berücksichtigen; relevante Kriterien sind u. a. Bettlägerigkeit/Immobilisierung als Argument für und volle Mobilität ohne weitere Begleiterkrankungen als Argument gegen eine medikamentöse Prophylaxe.,fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,ru-8a3c507e94409ca767f4c866,,RAG,accepted
partially_supported,C2,Die Indikation zur medikamentösen VTE-Prophylaxe soll VTE- und Blutungsrisiken berücksichtigen; relevante Kriterien sind u. a. Bettlägerigkeit/Immobilisierung als Argument für und volle Mobilität ohne weitere Begleiterkrankungen als Argument gegen eine medikamentöse Prophylaxe.,fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,ru-7aa150dfc41ff02a5a271f56,,RAG,accepted
partially_supported,C3,Für den ambulanten Bereich ist die Evidenz zur primären VTE-Prophylaxe limitiert und beruht weitgehend auf Übertragung aus stationären bzw. poststationären Bereichen.,uncertainty,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,ru-368a4aaf5276c0a01f2a5ed6,,RAG,accepted
partially_supported,C4,"Das Evidence Package enthält keine direkte Evidenz oder Empfehlung, dass Mobilisation oder Kompressionsmaßnahmen eine indizierte medikamentöse VTE-Prophylaxe ersetzen dürfen.",uncertainty,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,,,RAG,accepted
supported,C1,"Mobilisation ist als Basismaßnahme Bestandteil der VTE-Prophylaxe, ersetzt aber eine indizierte medikamentöse Prophylaxe nicht.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-01.pdf,,WEB,accepted
supported,C1,"Mobilisation ist als Basismaßnahme Bestandteil der VTE-Prophylaxe, ersetzt aber eine indizierte medikamentöse Prophylaxe nicht.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://www.nice.org.uk/guidance/ng89/chapter/Recommendations,,WEB,accepted
supported,C2,"Die aktuelle AWMF-S3-Leitlinie nennt bei mittlerem oder hohem VTE-Risiko und Kontraindikationen gegen medikamentöse Prophylaxe physikalische Maßnahmen, bevorzugt IPK, als anzuwendende Alternative.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-01.pdf,,WEB,accepted
supported,C2,"Die aktuelle AWMF-S3-Leitlinie nennt bei mittlerem oder hohem VTE-Risiko und Kontraindikationen gegen medikamentöse Prophylaxe physikalische Maßnahmen, bevorzugt IPK, als anzuwendende Alternative.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://www.awmf.org/aktuelles/awmf-aktuell/prophylaxe-der-venoesen-thromboembolie-vte-1,,WEB,accepted
supported,C3,NICE differenziert analog: Bei Überwiegen des VTE-Risikos soll pharmakologische Prophylaxe erwogen werden; bei Überwiegen des Blutungsrisikos mechanische Prophylaxe.,fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://www.nice.org.uk/guidance/ng89/chapter/Recommendations,,WEB,accepted
supported,C4,"ASH empfiehlt bei großen chirurgischen Eingriffen risikoadaptiert mechanische oder pharmakologische Prophylaxe; bei hohem Blutungsrisiko können mechanische Methoden, bei hohem VTE-Risiko kombinierte Maßnahmen bevorzugt sein.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963238/,,WEB,accepted
supported,C4,"ASH empfiehlt bei großen chirurgischen Eingriffen risikoadaptiert mechanische oder pharmakologische Prophylaxe; bei hohem Blutungsrisiko können mechanische Methoden, bei hohem VTE-Risiko kombinierte Maßnahmen bevorzugt sein.",fact,gpt55_medium,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,https://www.hematology.org/education/clinicians/guidelines-and-quality-care/clinical-practice-guidelines/venous-thromboembolism-guidelines/prevention-in-hospitalized-surgical-patients,,WEB,accepted
partially_supported,C1,Bei akuter ambulanter Erkrankung mit erhöhtem VTE-Risiko und gleichzeitig geringem Blutungsrisiko sollte nach Risikostratifizierung eine medikamentöse VTE-Prophylaxe erfolgen.,fact,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:RAG,ru-4d2feffc0b71b91d13fec864,,RAG,accepted
partially_supported,C2,Volle Mobilität ohne weitere Begleiterkrankungen wird als Argument gegen eine medikamentöse VTE-Prophylaxe aufgeführt.,fact,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:RAG,ru-7aa150dfc41ff02a5a271f56,,RAG,accepted
partially_supported,C3,"Das Evidence Package enthält keinen direkten Vergleich und keine ausdrückliche Empfehlung dazu, ob Mobilisation oder Kompressionsmaßnahmen eine weiterhin indizierte medikamentöse Prophylaxe ersetzen können.",uncertainty,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:RAG,,,RAG,accepted
supported,C1,"Die aktuelle AWMF-S3-Leitlinie stellt ausdrücklich fest, dass Basismaßnahmen und physikalische Maßnahmen eine indizierte medikamentöse VTE-Prophylaxe nicht ersetzen sollen.",fact,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C2,"Frühmobilisation, Bewegungsübungen und angeleitete Eigenübungen sollen regelmäßig bei allen Patienten angewendet werden; spezielle physikalische und/oder medikamentöse Maßnahmen kommen zusätzlich risikoadaptiert zum Einsatz.",fact,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C3,"Bei mittlerem oder hohem VTE-Risiko soll auf eine medikamentöse Prophylaxe nicht verzichtet werden, außer Kontraindikationen – insbesondere manifeste Blutung oder sehr hohes Blutungsrisiko – begrenzen ihren Einsatz.",fact,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C4,Die Evidenz für physikalische Verfahren variiert je nach Methode und Patientenkollektiv; bei Kontraindikation gegen Medikamente wird die IPK gegenüber medizinischen Thromboseprophylaxestrümpfen bevorzugt.,uncertainty,gpt56_sol_high,study-q-003,1_primary,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C1,Vor Heparinanwendung soll das Risiko einer HIT bedacht und eingeschätzt werden.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:RAG,ru-4f654bf64c3fe35e807b4fc1,,RAG,accepted
supported,C2,"Vor Heparinanwendung sollte eine Bestimmung der Thrombozytenzahl erfolgen, insbesondere bei UFH und längerer Anwendung.",fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:RAG,ru-7c27ec0228a992d8e19017ea,,RAG,accepted
supported,C3,"Die HIT-Inzidenz variiert nach Heparinart, Expositionsdauer und Patientenpopulation; unter UFH ist HIT etwa 10-mal häufiger als unter NMH.",fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:RAG,ru-a20a9f887cbb034e173f526f,,RAG,accepted
supported,C4,Risikobeispiele: niedriges Risiko bei NMH in Prophylaxe- oder Therapiedosis bei internistischen/gynäkologischen Patienten oder nach kleinerem Eingriff/Trauma; moderates Risiko bei UFH bei internistischen/gynäkologischen Patienten bzw. NMH nach großem Eingriff/Trauma; hohes Risiko bei UFH nach operativem Eingriff oder Trauma.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:RAG,ru-fbf2e02cb5c9e6cacdf163b4,,RAG,accepted
supported,C1,Eine HIT kann bei Heparin-naiven Patienten typischerweise erst nach mehreren Tagen auftreten; bei vorausgegangener Heparinexposition können persistierende Anti-PF4/Heparin-Antikörper einen Rapid-onset-Verlauf mit Thrombozytenabfall innerhalb von 24 Stunden verursachen.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC6258919/,,WEB,accepted
supported,C1,Eine HIT kann bei Heparin-naiven Patienten typischerweise erst nach mehreren Tagen auftreten; bei vorausgegangener Heparinexposition können persistierende Anti-PF4/Heparin-Antikörper einen Rapid-onset-Verlauf mit Thrombozytenabfall innerhalb von 24 Stunden verursachen.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC3278058/,,WEB,accepted
supported,C2,"Für Patienten mit Heparinexposition innerhalb der letzten 100 Tage empfiehlt die ACCP-Leitlinie eine Thrombozyten-Ausgangsbestimmung vor UFH/LMWH und, wenn praktikabel, eine erneute Thrombozytenzahl 24 Stunden später.",fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC3278058/,,WEB,accepted
supported,C3,Die ASH-Leitlinie empfiehlt bei intermediärem/hohem HIT-Risiko eine Thrombozytenüberwachung; bei Heparinexposition in den 30 Tagen vor der aktuellen Gabe soll diese am Tag 0 beginnen.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC6258919/,,WEB,accepted
supported,C4,Bei HIT-Anamnese empfiehlt ASH für VTE-Behandlung oder -Prophylaxe bei remote HIT ein Nicht-Heparin-Antikoagulans statt UFH oder LMWH.,fact,gpt55_medium,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt55_medium:WEB,https://pmc.ncbi.nlm.nih.gov/articles/PMC6258919/,,WEB,accepted
supported,C1,Das HIT-Risiko soll vor jeder Heparinanwendung bedacht und eingeschätzt werden.,recommendation,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,ru-4f654bf64c3fe35e807b4fc1,,RAG,accepted
supported,C2,"Vor der Heparinanwendung sollte eine Thrombozytenzahl bestimmt werden, insbesondere bei UFH und geplanter längerer Anwendung.",recommendation,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,ru-7c27ec0228a992d8e19017ea,,RAG,accepted
supported,C3,"Das Risiko hängt von Heparintyp und klinischem Kontext ab: Es ist beispielsweise niedrig bei NMH bei internistischen oder gynäkologischen Patienten, moderat bei UFH in diesen Gruppen und hoch bei UFH nach Operation oder Trauma. HIT tritt unter UFH etwa zehnmal häufiger auf als unter NMH.",fact,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,ru-fbf2e02cb5c9e6cacdf163b4,,RAG,accepted
supported,C3,"Das Risiko hängt von Heparintyp und klinischem Kontext ab: Es ist beispielsweise niedrig bei NMH bei internistischen oder gynäkologischen Patienten, moderat bei UFH in diesen Gruppen und hoch bei UFH nach Operation oder Trauma. HIT tritt unter UFH etwa zehnmal häufiger auf als unter NMH.",fact,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,ru-a20a9f887cbb034e173f526f,,RAG,accepted
supported,C4,"Eine vorausgegangene Heparinexposition in den letzten Wochen bis Monaten ist relevant, da präformierte Antikörper einen früheren Thrombozytenabfall ermöglichen. Bei bekannter früherer HIT sollen künftige Heparingaben vermieden werden; bei erforderlicher VTE-Prophylaxe werden indikationskonform Fondaparinux oder ein DOAK empfohlen.",recommendation,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:RAG,ru-1eceadd0ed1dbe3b1b732f4c,,RAG,accepted
supported,C1,Vor Heparinanwendung sollen HIT-Risiko und Heparinanamnese eingeschätzt sowie eine Ausgangs-Thrombozytenzahl bestimmt werden.,fact,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,https://register.awmf.org/assets/guidelines/003-001l_S3_Prophylaxe-venoese-Thromboembolie-VTE_2026-04.pdf,,WEB,accepted
supported,C1,Vor Heparinanwendung sollen HIT-Risiko und Heparinanamnese eingeschätzt sowie eine Ausgangs-Thrombozytenzahl bestimmt werden.,fact,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,https://onlinelibrary.wiley.com/doi/full/10.1111/bjh.19180,,WEB,accepted
supported,C2,Eine kürzlich erfolgte Heparinexposition kann mit einem raschen HIT-Beginn verbunden sein.,fact,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,https://onlinelibrary.wiley.com/doi/full/10.1111/bjh.19180,,WEB,accepted
supported,C3,"Die Leitlinien verwenden unterschiedliche Zeitfenster für relevante Vorexpositionen: ASH 30 Tage, BSH bis 100 Tage.",uncertainty,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,https://ashpublications.org/bloodadvances/article/2/22/3360/16129/American-Society-of-Hematology-2018-guidelines-for,,WEB,accepted
supported,C3,"Die Leitlinien verwenden unterschiedliche Zeitfenster für relevante Vorexpositionen: ASH 30 Tage, BSH bis 100 Tage.",uncertainty,gpt56_sol_high,study-q-004,1_primary,rag-vs-web-1.1.0:1_primary:study-q-004:gpt56_sol_high:WEB,https://onlinelibrary.wiley.com/doi/full/10.1111/bjh.19180,,WEB,accepted
supported,C1,Bei geplanter Fortführung der medikamentösen VTE-Prophylaxe und Zuständigkeitswechsel soll eine Übergabe an die Weiterbehandelnden erfolgen; die Leitlinie kennzeichnet dies als konsensbasierte Empfehlung mit starkem Konsens.,fact,gpt55_medium,study-q-005,1_primary,rag-vs-web-1.1.0:1_primary:study-q-005:gpt55_medium:RAG,ru-de680f03288887779adf187e,,RAG,accepted
