guideline,item,domain,requirement,pre_run_status,pre_run_evidence,post_run_status,post_run_evidence,notes
REFINE,4.2,Dataset integrity,Sample size and composition,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.3,Dataset integrity,Inclusion and exclusion criteria,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.4,Dataset integrity,Data preprocessing,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.5,Dataset integrity,Train/development/test separation,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.6,Dataset integrity,Test-data independence,implemented_with_study_owner_approval_limitation,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.7,Dataset integrity,Contamination and leakage considerations,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.8,Dataset integrity,Reference standard construction,implemented_with_study_owner_approval_limitation,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.9,Dataset integrity,Human review and adjudication,implemented_with_study_owner_approval_limitation,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,4.10,Dataset integrity,Dataset version and immutable hashes,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.1,Output evaluation,Primary and secondary endpoints,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.2,Output evaluation,Automated technical validation,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.3,Output evaluation,Clinical rating criteria,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.4,Output evaluation,Rater number and expertise,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.5,Output evaluation,Rater blinding,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.6,Output evaluation,Interrater reliability,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.7,Output evaluation,Statistical methods,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.8,Output evaluation,Missing and failed outputs,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.9,Output evaluation,Safety and error analysis,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,5.10,Output evaluation,Reproducibility evaluation,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.1,Implementation,Software and SDK versions,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.2,Implementation,Hardware and local infrastructure,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.3,Implementation,API and tool configuration,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.4,Implementation,Cost and resource reporting,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.5,Implementation,"Data, code and artifact availability",implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.6,Implementation,"Privacy, security and logging",implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
REFINE,6.7,Implementation,Protocol deviations and limitations,implemented_or_prespecified,docs/STUDY_PROTOCOL_RAG_VS_WEB.md; docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md; outputs/study_phase2/manifest/study_manifest.json,technical_complete_clinical_rating_pending,outputs/study_phase2/results/study_results.jsonl; outputs/study_phase2/reports/technical_completion_report.json; outputs/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,Final manuscript wording and page references remain pending. Pre-freeze amendment PD-001: the unchanged synthetic question/gold draft was approved by the study owner only; no independent clinical question-set review occurred. Independent blinded answer ratings remain mandatory.
