protocol_version,run_id,question_id,question_hash,coverage_stratum,model_config_id,requested_model,reasoning_effort,system_arm,repetition,randomization_block,planned_order,status
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-097:gpt56_sol_high:RAG,study-q-097,7a1ec73dfb907ce7e73095936dcae9ffb55f03153419927d5d5e41c0712d4a0b,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,3,11,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-097:gpt56_sol_high:WEB,study-q-097,7a1ec73dfb907ce7e73095936dcae9ffb55f03153419927d5d5e41c0712d4a0b,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,3,12,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-059:gpt56_sol_high:RAG,study-q-059,a0cdccd41b13798067114b85cbb5d15bf352325c64504f791bfbd7a5692d70e8,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,4,13,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-059:gpt56_sol_high:WEB,study-q-059,a0cdccd41b13798067114b85cbb5d15bf352325c64504f791bfbd7a5692d70e8,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,4,14,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-059:gpt55_medium:WEB,study-q-059,a0cdccd41b13798067114b85cbb5d15bf352325c64504f791bfbd7a5692d70e8,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,4,15,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-059:gpt55_medium:RAG,study-q-059,a0cdccd41b13798067114b85cbb5d15bf352325c64504f791bfbd7a5692d70e8,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,4,16,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-078:gpt56_sol_high:RAG,study-q-078,311e77cc151d4026494a41fbbf6057c1557bf476cf20d38b69ab5009f29e1759,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,5,17,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-078:gpt56_sol_high:WEB,study-q-078,311e77cc151d4026494a41fbbf6057c1557bf476cf20d38b69ab5009f29e1759,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,5,18,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-078:gpt55_medium:WEB,study-q-078,311e77cc151d4026494a41fbbf6057c1557bf476cf20d38b69ab5009f29e1759,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,5,19,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-078:gpt55_medium:RAG,study-q-078,311e77cc151d4026494a41fbbf6057c1557bf476cf20d38b69ab5009f29e1759,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,5,20,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-031:gpt56_sol_high:WEB,study-q-031,2d7747090d8d710bb01990bbee365d8de3ec19c8226fc1d98f3a6787af48e40a,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,6,21,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-031:gpt56_sol_high:RAG,study-q-031,2d7747090d8d710bb01990bbee365d8de3ec19c8226fc1d98f3a6787af48e40a,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,6,22,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-031:gpt55_medium:WEB,study-q-031,2d7747090d8d710bb01990bbee365d8de3ec19c8226fc1d98f3a6787af48e40a,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,6,23,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-031:gpt55_medium:RAG,study-q-031,2d7747090d8d710bb01990bbee365d8de3ec19c8226fc1d98f3a6787af48e40a,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,6,24,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-058:gpt56_sol_high:RAG,study-q-058,13b92579faf25e23bf2039e112a0e5dca847fdff808d88484a29746adb0eeb6e,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,7,25,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-058:gpt56_sol_high:WEB,study-q-058,13b92579faf25e23bf2039e112a0e5dca847fdff808d88484a29746adb0eeb6e,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,7,26,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-058:gpt55_medium:RAG,study-q-058,13b92579faf25e23bf2039e112a0e5dca847fdff808d88484a29746adb0eeb6e,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,7,27,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-058:gpt55_medium:WEB,study-q-058,13b92579faf25e23bf2039e112a0e5dca847fdff808d88484a29746adb0eeb6e,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,7,28,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-069:gpt56_sol_high:WEB,study-q-069,14c3d3e16b5b5db9a7f1033cc8feeb1a493235ff4c10760014f3a6085968d248,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,8,29,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-069:gpt56_sol_high:RAG,study-q-069,14c3d3e16b5b5db9a7f1033cc8feeb1a493235ff4c10760014f3a6085968d248,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,8,30,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-069:gpt55_medium:WEB,study-q-069,14c3d3e16b5b5db9a7f1033cc8feeb1a493235ff4c10760014f3a6085968d248,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,8,31,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-069:gpt55_medium:RAG,study-q-069,14c3d3e16b5b5db9a7f1033cc8feeb1a493235ff4c10760014f3a6085968d248,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,8,32,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-053:gpt56_sol_high:RAG,study-q-053,5c98405e1b02e0f4cc2dac91351faac4ce20fb9c4f91a57de3ec257f4ad2da46,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,9,33,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-053:gpt56_sol_high:WEB,study-q-053,5c98405e1b02e0f4cc2dac91351faac4ce20fb9c4f91a57de3ec257f4ad2da46,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,9,34,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-053:gpt55_medium:RAG,study-q-053,5c98405e1b02e0f4cc2dac91351faac4ce20fb9c4f91a57de3ec257f4ad2da46,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,9,35,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-053:gpt55_medium:WEB,study-q-053,5c98405e1b02e0f4cc2dac91351faac4ce20fb9c4f91a57de3ec257f4ad2da46,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,9,36,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-087:gpt55_medium:RAG,study-q-087,cebfd0f0db5bc654947f0c4c6c90eb7ed7ffbf5a41a18d8003eb81499ed6060a,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,10,37,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-087:gpt55_medium:WEB,study-q-087,cebfd0f0db5bc654947f0c4c6c90eb7ed7ffbf5a41a18d8003eb81499ed6060a,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,10,38,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-087:gpt56_sol_high:WEB,study-q-087,cebfd0f0db5bc654947f0c4c6c90eb7ed7ffbf5a41a18d8003eb81499ed6060a,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,10,39,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-087:gpt56_sol_high:RAG,study-q-087,cebfd0f0db5bc654947f0c4c6c90eb7ed7ffbf5a41a18d8003eb81499ed6060a,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,10,40,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:WEB,study-q-003,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,11,41,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-003:gpt55_medium:RAG,study-q-003,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,11,42,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:RAG,study-q-003,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,11,43,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-003:gpt56_sol_high:WEB,study-q-003,5b0734a147aee15a0c9212e33b3e1d69d13aadffe5c43a0bcbb4cbd75b57b580,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,11,44,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-021:gpt55_medium:WEB,study-q-021,4b0cc4e2d063779615ece1685600b3259bf96bd6c3b741a2c11eaa2015e01dc2,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,12,45,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-021:gpt55_medium:RAG,study-q-021,4b0cc4e2d063779615ece1685600b3259bf96bd6c3b741a2c11eaa2015e01dc2,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,12,46,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-021:gpt56_sol_high:WEB,study-q-021,4b0cc4e2d063779615ece1685600b3259bf96bd6c3b741a2c11eaa2015e01dc2,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,12,47,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-021:gpt56_sol_high:RAG,study-q-021,4b0cc4e2d063779615ece1685600b3259bf96bd6c3b741a2c11eaa2015e01dc2,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,12,48,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-062:gpt55_medium:WEB,study-q-062,498a862c8925a90a6883af0c86ec6da9b7c45a8e7483a1549659dd84b3faab0d,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,13,49,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-062:gpt55_medium:RAG,study-q-062,498a862c8925a90a6883af0c86ec6da9b7c45a8e7483a1549659dd84b3faab0d,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,13,50,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-062:gpt56_sol_high:RAG,study-q-062,498a862c8925a90a6883af0c86ec6da9b7c45a8e7483a1549659dd84b3faab0d,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,13,51,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-062:gpt56_sol_high:WEB,study-q-062,498a862c8925a90a6883af0c86ec6da9b7c45a8e7483a1549659dd84b3faab0d,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,13,52,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-080:gpt55_medium:WEB,study-q-080,1034f6423abfa0885c23ec5d329610f824be28cb112968549dc966c55e1618aa,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,14,53,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-080:gpt55_medium:RAG,study-q-080,1034f6423abfa0885c23ec5d329610f824be28cb112968549dc966c55e1618aa,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,14,54,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-080:gpt56_sol_high:WEB,study-q-080,1034f6423abfa0885c23ec5d329610f824be28cb112968549dc966c55e1618aa,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,14,55,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-080:gpt56_sol_high:RAG,study-q-080,1034f6423abfa0885c23ec5d329610f824be28cb112968549dc966c55e1618aa,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,14,56,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-010:gpt56_sol_high:WEB,study-q-010,6b7cf17d487504c2275f8d539280bb86f3ecf3cc88a963458a68177c03757082,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,15,57,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-010:gpt56_sol_high:RAG,study-q-010,6b7cf17d487504c2275f8d539280bb86f3ecf3cc88a963458a68177c03757082,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,15,58,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-010:gpt55_medium:WEB,study-q-010,6b7cf17d487504c2275f8d539280bb86f3ecf3cc88a963458a68177c03757082,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,15,59,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-010:gpt55_medium:RAG,study-q-010,6b7cf17d487504c2275f8d539280bb86f3ecf3cc88a963458a68177c03757082,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,15,60,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:RAG,study-q-046,7a5112910648b756ba215e13a3c8dcacd651486730eb35309f09886647e9e28f,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,16,61,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:WEB,study-q-046,7a5112910648b756ba215e13a3c8dcacd651486730eb35309f09886647e9e28f,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,16,62,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:WEB,study-q-046,7a5112910648b756ba215e13a3c8dcacd651486730eb35309f09886647e9e28f,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,16,63,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:RAG,study-q-046,7a5112910648b756ba215e13a3c8dcacd651486730eb35309f09886647e9e28f,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,16,64,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-055:gpt55_medium:WEB,study-q-055,51a809504ddb0aa2cc700ce2dccc265f96a66be525363e361ed99046e7737ca2,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,17,65,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-055:gpt55_medium:RAG,study-q-055,51a809504ddb0aa2cc700ce2dccc265f96a66be525363e361ed99046e7737ca2,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,17,66,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-055:gpt56_sol_high:RAG,study-q-055,51a809504ddb0aa2cc700ce2dccc265f96a66be525363e361ed99046e7737ca2,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,17,67,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-055:gpt56_sol_high:WEB,study-q-055,51a809504ddb0aa2cc700ce2dccc265f96a66be525363e361ed99046e7737ca2,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,17,68,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-074:gpt55_medium:WEB,study-q-074,7b572d630f6a58c89180da54b984644e3f423b7f4706675a538584e1a2fbba61,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,18,69,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-074:gpt55_medium:RAG,study-q-074,7b572d630f6a58c89180da54b984644e3f423b7f4706675a538584e1a2fbba61,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,18,70,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-074:gpt56_sol_high:WEB,study-q-074,7b572d630f6a58c89180da54b984644e3f423b7f4706675a538584e1a2fbba61,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,18,71,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-074:gpt56_sol_high:RAG,study-q-074,7b572d630f6a58c89180da54b984644e3f423b7f4706675a538584e1a2fbba61,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,18,72,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-089:gpt55_medium:RAG,study-q-089,d1c9c42fcd1ae5a41c372c60d3c3f7febfe74fe36b963f9ec0028741f21adc71,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,19,73,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-089:gpt55_medium:WEB,study-q-089,d1c9c42fcd1ae5a41c372c60d3c3f7febfe74fe36b963f9ec0028741f21adc71,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,19,74,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-089:gpt56_sol_high:WEB,study-q-089,d1c9c42fcd1ae5a41c372c60d3c3f7febfe74fe36b963f9ec0028741f21adc71,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,19,75,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-089:gpt56_sol_high:RAG,study-q-089,d1c9c42fcd1ae5a41c372c60d3c3f7febfe74fe36b963f9ec0028741f21adc71,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,19,76,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-084:gpt56_sol_high:RAG,study-q-084,0fb6b9c7aa7b9ac7a3f60cb8f021d13f141eae25d0aef2c85ee4e1ec2a5a3c06,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,20,77,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-084:gpt56_sol_high:WEB,study-q-084,0fb6b9c7aa7b9ac7a3f60cb8f021d13f141eae25d0aef2c85ee4e1ec2a5a3c06,not_covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,20,78,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-084:gpt55_medium:WEB,study-q-084,0fb6b9c7aa7b9ac7a3f60cb8f021d13f141eae25d0aef2c85ee4e1ec2a5a3c06,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,20,79,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-084:gpt55_medium:RAG,study-q-084,0fb6b9c7aa7b9ac7a3f60cb8f021d13f141eae25d0aef2c85ee4e1ec2a5a3c06,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,20,80,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:WEB,study-q-044,b45031a2cf5568e7e73e568ef98abc5beb02f44da9bb06647c90598557633fc8,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,21,81,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:RAG,study-q-044,b45031a2cf5568e7e73e568ef98abc5beb02f44da9bb06647c90598557633fc8,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,21,82,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:WEB,study-q-044,b45031a2cf5568e7e73e568ef98abc5beb02f44da9bb06647c90598557633fc8,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,21,83,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:RAG,study-q-044,b45031a2cf5568e7e73e568ef98abc5beb02f44da9bb06647c90598557633fc8,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,21,84,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:WEB,study-q-047,6588e950e1931d9774d4841f2dafcbe50d53bbdd1eb14bd9613c31a9a6e76a64,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,WEB,1_primary,22,85,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:RAG,study-q-047,6588e950e1931d9774d4841f2dafcbe50d53bbdd1eb14bd9613c31a9a6e76a64,covered_by_local_corpus,gpt56_sol_high,gpt-5.6-sol,high,RAG,1_primary,22,86,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:RAG,study-q-047,6588e950e1931d9774d4841f2dafcbe50d53bbdd1eb14bd9613c31a9a6e76a64,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,22,87,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:WEB,study-q-047,6588e950e1931d9774d4841f2dafcbe50d53bbdd1eb14bd9613c31a9a6e76a64,covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,22,88,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-098:gpt55_medium:WEB,study-q-098,fb02302ea448150ef98a034d1fb5be31ce5867ed93005e2e2af7f79945e5a676,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,WEB,1_primary,23,89,planned
rag-vs-web-1.1.0,rag-vs-web-1.1.0:1_primary:study-q-098:gpt55_medium:RAG,study-q-098,fb02302ea448150ef98a034d1fb5be31ce5867ed93005e2e2af7f79945e5a676,not_covered_by_local_corpus,gpt55_medium,gpt-5.5-2026-04-23,medium,RAG,1_primary,23,90,planned
