question_id,retrieval_mode,expected_item_numbers,expected_evidence_ids,found_item_numbers,found_evidence_ids,retrieval_outcome,retrieval_latency_ms,relation_expansion_latency_ms,hit_at_1,recall_at_3,recall_at_5,reciprocal_rank,ndcg_at_5,correct_no_evidence,false_positive_no_evidence
vte-dev-011,fts,"[""10.1"", ""10.3""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f""]","[""10.3""]","[""ru-04f6da035fe497f436ed1c4f""]",evidence_found,54.60412398679182,31.641217006836087,1.0,0.5,0.5,1.0,0.6131471927654584,,
vte-dev-012,fts,"[""12.17""]","[""ru-48900ad13805cc0801720478""]","[""6.2"", ""4.43""]","[""ru-087db2c34424d42361b3669d"", ""ru-1bb83b2e56b6e87fbca8f6ac""]",evidence_found,50.79344398109242,31.811585009563714,0.0,0.0,0.0,0.0,0.0,,
vte-dev-013,fts,"[""12.22""]","[""ru-1e45de30003f9c69fe1aa135""]","[""12.22"", ""6.2"", ""9.21"", ""9.29""]","[""ru-1e45de30003f9c69fe1aa135"", ""ru-087db2c34424d42361b3669d"", ""ru-1132873f6acaffa11f1f2a66"", ""ru-12c1f13cb8360bd26c70e2df""]",evidence_found,52.25660605356097,31.412375974468887,1.0,1.0,1.0,1.0,1.0,,
vte-dev-014,fts,"[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]","[""6.2"", ""4.43""]","[""ru-087db2c34424d42361b3669d"", ""ru-1bb83b2e56b6e87fbca8f6ac""]",evidence_found,54.26887603243813,32.2858999716118,0.0,0.0,0.0,0.0,0.0,,
vte-dev-015,fts,"[""12.40""]","[""ru-f53e5979042bf781b05cff9d""]",[],[],evidence_found,51.207692944444716,31.27656801370904,0.0,0.0,0.0,0.0,0.0,,
vte-dev-016,fts,"[""13.5""]","[""ru-f92c378d7fc914b49fac5cfd""]","[""19.1""]","[""ru-b662c4daa4e51e9439281910""]",evidence_found,54.19118999270722,33.095847989898175,0.0,0.0,0.0,0.0,0.0,,
vte-dev-017,fts,"[""15.5""]","[""ru-3d392513fa74d61a606c643f""]",[],[],evidence_found,57.34583403682336,32.15161495609209,0.0,0.0,0.0,0.0,0.0,,
vte-dev-018,fts,[],[],[],[],evidence_found,49.322706006933004,31.79967700270936,,,,,,True,False
vte-dev-019,fts,[],[],[],[],evidence_found,85.40512400213629,32.412545988336205,,,,,,True,False
vte-dev-020,fts,[],[],"[""8.29""]","[""ru-d538a5bcac4d2522e448c865""]",evidence_found,48.91150805633515,31.720373954158276,,,,,,False,True
vte-dev-001,vector,"[""5.1""]","[""ru-447717519e2a2bcc28e38f77""]","[""5.1""]","[""ru-447717519e2a2bcc28e38f77""]",evidence_found,56.192994001321495,31.332617974840105,1.0,1.0,1.0,1.0,1.0,,
vte-dev-002,vector,"[""6.3""]","[""ru-e7fe65d004db9c011c65cf2f""]","[""6.3"", ""6.2"", ""6.4""]","[""ru-e7fe65d004db9c011c65cf2f"", ""ru-087db2c34424d42361b3669d"", ""ru-91979c7dbbe451a75b68c181""]",evidence_found,38.08198601473123,31.628030992578715,1.0,1.0,1.0,1.0,1.0,,
vte-dev-003,vector,"[""7.3""]","[""ru-293738e59727a75a37127a11""]","[""6.3"", ""19.5"", ""6.2"", ""19.4"", ""12.2""]","[""ru-e7fe65d004db9c011c65cf2f"", ""ru-4d2feffc0b71b91d13fec864"", ""ru-087db2c34424d42361b3669d"", ""ru-8a3c507e94409ca767f4c866"", ""ru-b813f018fc87e7ee41f1b636""]",evidence_found,41.28946800483391,32.10569900693372,0.0,0.0,0.0,0.0,0.0,,
vte-dev-004,vector,"[""8.1"", ""8.2""]","[""ru-dc8ada4dca8f67ce2a0f1406"", ""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,37.12499397806823,31.904274015687406,1.0,0.5,0.5,1.0,0.6131471927654584,,
vte-dev-005,vector,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",[],[],evidence_found,84.62002000305802,32.32606698293239,0.0,0.0,0.0,0.0,0.0,,
vte-dev-006,vector,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",[],[],evidence_found,47.8135870071128,36.78679501172155,0.0,0.0,0.0,0.0,0.0,,
vte-dev-007,vector,"[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,37.54639707040042,31.579559959936887,1.0,1.0,1.0,1.0,1.0,,
vte-dev-008,vector,"[""9.2""]","[""ru-bd43b1b9574eec1acd417dee""]","[""8.1"", ""19.4"", ""12.2""]","[""ru-dc8ada4dca8f67ce2a0f1406"", ""ru-8a3c507e94409ca767f4c866"", ""ru-b813f018fc87e7ee41f1b636""]",evidence_found,37.6504510641098,31.5806619473733,0.0,0.0,0.0,0.0,0.0,,
vte-dev-009,vector,"[""9.4""]","[""ru-7c27ec0228a992d8e19017ea""]","[""9.4"", ""9.7"", ""9.6"", ""9.3"", ""14.4""]","[""ru-7c27ec0228a992d8e19017ea"", ""ru-e9c8ce2d30a34ca70d102b99"", ""ru-ae15c1f43ec01b3995662485"", ""ru-4f654bf64c3fe35e807b4fc1"", ""ru-e196453739e7ee0f5471e1ba""]",evidence_found,39.601462020073086,32.24701399449259,1.0,1.0,1.0,1.0,1.0,,
vte-dev-010,vector,"[""10.2""]","[""ru-74582e12491974c96af26260""]","[""10.2"", ""10.1"", ""12.10"", ""10.4""]","[""ru-74582e12491974c96af26260"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-7f765cb82fb5faad0e6c9caa"", ""ru-de680f03288887779adf187e""]",evidence_found,43.06682804599404,44.717433978803456,1.0,1.0,1.0,1.0,1.0,,
vte-dev-011,vector,"[""10.1"", ""10.3""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f""]","[""10.1"", ""10.4"", ""10.3"", ""14.2"", ""10.2""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-de680f03288887779adf187e"", ""ru-04f6da035fe497f436ed1c4f"", ""ru-36901b26721a9e76fd5fe929"", ""ru-74582e12491974c96af26260""]",evidence_found,38.09238696703687,31.986545014660805,1.0,1.0,1.0,1.0,0.9197207891481876,,
vte-dev-012,vector,"[""12.17""]","[""ru-48900ad13805cc0801720478""]","[""12.17"", ""12.28"", ""12.19"", ""12.22""]","[""ru-48900ad13805cc0801720478"", ""ru-9d2dbeceda40bd832d284d92"", ""ru-23c0ac3f3d3bf775ef8699dc"", ""ru-1e45de30003f9c69fe1aa135""]",evidence_found,38.15356706036255,32.31638896977529,1.0,1.0,1.0,1.0,1.0,,
vte-dev-013,vector,"[""12.22""]","[""ru-1e45de30003f9c69fe1aa135""]","[""12.22"", ""12.28""]","[""ru-1e45de30003f9c69fe1aa135"", ""ru-9d2dbeceda40bd832d284d92""]",evidence_found,37.94178896350786,31.778588017914444,1.0,1.0,1.0,1.0,1.0,,
vte-dev-014,vector,"[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]","[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]",evidence_found,37.816990981809795,32.34613599488512,1.0,1.0,1.0,1.0,1.0,,
vte-dev-015,vector,"[""12.40""]","[""ru-f53e5979042bf781b05cff9d""]","[""12.40"", ""12.42"", ""10.1"", ""10.2""]","[""ru-f53e5979042bf781b05cff9d"", ""ru-5f91da9696557ef8b53ce50b"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-74582e12491974c96af26260""]",evidence_found,42.389436974190176,36.08520800480619,1.0,1.0,1.0,1.0,1.0,,
vte-dev-016,vector,"[""13.5""]","[""ru-f92c378d7fc914b49fac5cfd""]","[""13.5""]","[""ru-f92c378d7fc914b49fac5cfd""]",evidence_found,37.8773320117034,31.915706989821047,1.0,1.0,1.0,1.0,1.0,,
vte-dev-017,vector,"[""15.5""]","[""ru-3d392513fa74d61a606c643f""]","[""15.5"", ""15.4"", ""15.8"", ""15.2"", ""15.9""]","[""ru-3d392513fa74d61a606c643f"", ""ru-066542701b7beb6b2cb10311"", ""ru-97b01be6f1691cbe7a275a1e"", ""ru-8173888644dc02a0da22c05a"", ""ru-09e2b98594f651d292d9449b""]",evidence_found,37.89259202312678,35.10964097222313,1.0,1.0,1.0,1.0,1.0,,
vte-dev-018,vector,[],[],[],[],no_evidence_in_snapshot,37.675094965379685,30.91732005123049,,,,,,True,False
vte-dev-019,vector,[],[],[],[],no_evidence_in_snapshot,37.36725996714085,36.1491700168699,,,,,,True,False
vte-dev-020,vector,[],[],[],[],no_evidence_in_snapshot,38.50711404811591,31.424522981978953,,,,,,True,False
vte-dev-001,hybrid_rrf,"[""5.1""]","[""ru-447717519e2a2bcc28e38f77""]","[""5.1"", ""19.1""]","[""ru-447717519e2a2bcc28e38f77"", ""ru-b662c4daa4e51e9439281910""]",evidence_found,107.43071400793269,32.85965899704024,1.0,1.0,1.0,1.0,1.0,,
vte-dev-002,hybrid_rrf,"[""6.3""]","[""ru-e7fe65d004db9c011c65cf2f""]","[""6.3"", ""6.2"", ""6.4""]","[""ru-e7fe65d004db9c011c65cf2f"", ""ru-087db2c34424d42361b3669d"", ""ru-91979c7dbbe451a75b68c181""]",evidence_found,112.3256529099308,33.04916905472055,1.0,1.0,1.0,1.0,1.0,,
vte-dev-003,hybrid_rrf,"[""7.3""]","[""ru-293738e59727a75a37127a11""]","[""19.4"", ""10.4""]","[""ru-8a3c507e94409ca767f4c866"", ""ru-de680f03288887779adf187e""]",evidence_found,112.84817894920707,34.627681015990674,0.0,0.0,0.0,0.0,0.0,,
vte-dev-004,hybrid_rrf,"[""8.1"", ""8.2""]","[""ru-dc8ada4dca8f67ce2a0f1406"", ""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,115.70675496477634,31.626603042241186,1.0,0.5,0.5,1.0,0.6131471927654584,,
vte-dev-005,hybrid_rrf,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",[],[],evidence_found,181.592239998281,32.98701799940318,0.0,0.0,0.0,0.0,0.0,,
vte-dev-006,hybrid_rrf,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",[],[],evidence_found,177.16146603925154,32.93501399457455,0.0,0.0,0.0,0.0,0.0,,
vte-dev-007,hybrid_rrf,"[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,108.67684503318742,31.9861649768427,1.0,1.0,1.0,1.0,1.0,,
vte-dev-008,hybrid_rrf,"[""9.2""]","[""ru-bd43b1b9574eec1acd417dee""]","[""9.2"", ""10.4"", ""19.5""]","[""ru-bd43b1b9574eec1acd417dee"", ""ru-de680f03288887779adf187e"", ""ru-4d2feffc0b71b91d13fec864""]",evidence_found,120.16478000441566,32.4792200117372,1.0,1.0,1.0,1.0,1.0,,
vte-dev-009,hybrid_rrf,"[""9.4""]","[""ru-7c27ec0228a992d8e19017ea""]","[""9.4"", ""9.3"", ""9.7"", ""9.6"", ""9.5""]","[""ru-7c27ec0228a992d8e19017ea"", ""ru-4f654bf64c3fe35e807b4fc1"", ""ru-e9c8ce2d30a34ca70d102b99"", ""ru-ae15c1f43ec01b3995662485"", ""ru-09c3a68fdc576ab6af183d91""]",evidence_found,107.71800298243761,31.97017899947241,1.0,1.0,1.0,1.0,1.0,,
vte-dev-010,hybrid_rrf,"[""10.2""]","[""ru-74582e12491974c96af26260""]","[""10.2"", ""10.1"", ""10.4"", ""12.7"", ""10.3""]","[""ru-74582e12491974c96af26260"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-de680f03288887779adf187e"", ""ru-8baf3d2205f90ee07b01d94b"", ""ru-04f6da035fe497f436ed1c4f""]",evidence_found,112.34176700236276,32.50532801030204,1.0,1.0,1.0,1.0,1.0,,
vte-dev-011,hybrid_rrf,"[""10.1"", ""10.3""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f""]","[""10.1"", ""10.3"", ""10.4"", ""10.2"", ""8.1""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f"", ""ru-de680f03288887779adf187e"", ""ru-74582e12491974c96af26260"", ""ru-dc8ada4dca8f67ce2a0f1406""]",evidence_found,109.9087200127542,32.04318101052195,1.0,1.0,1.0,1.0,1.0,,
vte-dev-012,hybrid_rrf,"[""12.17""]","[""ru-48900ad13805cc0801720478""]","[""12.17"", ""12.28""]","[""ru-48900ad13805cc0801720478"", ""ru-9d2dbeceda40bd832d284d92""]",evidence_found,107.91282402351499,31.924890005029738,1.0,1.0,1.0,1.0,1.0,,
vte-dev-013,hybrid_rrf,"[""12.22""]","[""ru-1e45de30003f9c69fe1aa135""]","[""12.28""]","[""ru-9d2dbeceda40bd832d284d92""]",evidence_found,100.6864620721899,31.83543897466734,0.0,0.0,0.0,0.0,0.0,,
vte-dev-014,hybrid_rrf,"[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]","[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]",evidence_found,109.58843602566049,31.927537987940013,1.0,1.0,1.0,1.0,1.0,,
vte-dev-015,hybrid_rrf,"[""12.40""]","[""ru-f53e5979042bf781b05cff9d""]","[""10.2"", ""10.1"", ""12.42"", ""10.4"", ""12.43""]","[""ru-74582e12491974c96af26260"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-5f91da9696557ef8b53ce50b"", ""ru-de680f03288887779adf187e"", ""ru-3bec9a407fd42ae3bfc7f270""]",evidence_found,108.59512502793223,31.858554983045906,0.0,0.0,0.0,0.0,0.0,,
vte-dev-016,hybrid_rrf,"[""13.5""]","[""ru-f92c378d7fc914b49fac5cfd""]",[],[],evidence_found,110.20275601185858,32.72900101728737,0.0,0.0,0.0,0.0,0.0,,
vte-dev-017,hybrid_rrf,"[""15.5""]","[""ru-3d392513fa74d61a606c643f""]","[""10.1"", ""10.2"", ""10.4"", ""10.3"", ""15.5"", ""15.4""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-74582e12491974c96af26260"", ""ru-de680f03288887779adf187e"", ""ru-04f6da035fe497f436ed1c4f"", ""ru-3d392513fa74d61a606c643f"", ""ru-066542701b7beb6b2cb10311""]",evidence_found,113.2565030711703,32.1351089514792,0.0,0.0,1.0,0.2,0.38685280723454163,,
vte-dev-018,hybrid_rrf,[],[],[],[],no_evidence_in_snapshot,103.2834819634445,31.36960801202804,,,,,,True,False
vte-dev-019,hybrid_rrf,[],[],[],[],no_evidence_in_snapshot,105.21000897279009,35.652990045491606,,,,,,True,False
vte-dev-020,hybrid_rrf,[],[],[],[],no_evidence_in_snapshot,109.13308401359245,34.50179297942668,,,,,,True,False
vte-dev-001,hybrid_rrf_bridge,"[""5.1""]","[""ru-447717519e2a2bcc28e38f77""]","[""5.1"", ""19.1""]","[""ru-447717519e2a2bcc28e38f77"", ""ru-b662c4daa4e51e9439281910""]",evidence_found,111.86119203921407,30.934764014091343,1.0,1.0,1.0,1.0,1.0,,
vte-dev-002,hybrid_rrf_bridge,"[""6.3""]","[""ru-e7fe65d004db9c011c65cf2f""]","[""6.3"", ""6.2"", ""6.4""]","[""ru-e7fe65d004db9c011c65cf2f"", ""ru-087db2c34424d42361b3669d"", ""ru-91979c7dbbe451a75b68c181""]",evidence_found,106.75950406584889,32.545986061450094,1.0,1.0,1.0,1.0,1.0,,
vte-dev-003,hybrid_rrf_bridge,"[""7.3""]","[""ru-293738e59727a75a37127a11""]","[""19.4"", ""10.4""]","[""ru-8a3c507e94409ca767f4c866"", ""ru-de680f03288887779adf187e""]",evidence_found,112.80238692415878,30.46286600874737,0.0,0.0,0.0,0.0,0.0,,
vte-dev-004,hybrid_rrf_bridge,"[""8.1"", ""8.2""]","[""ru-dc8ada4dca8f67ce2a0f1406"", ""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,108.0577370012179,33.63543195882812,1.0,0.5,0.5,1.0,0.6131471927654584,,
vte-dev-005,hybrid_rrf_bridge,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]","[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",evidence_found,202.09638710366562,53.142092016059905,1.0,1.0,1.0,1.0,1.0,,
vte-dev-006,hybrid_rrf_bridge,"[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]","[""8.1""]","[""ru-dc8ada4dca8f67ce2a0f1406""]",evidence_found,200.60564705636352,53.14674600958824,1.0,1.0,1.0,1.0,1.0,,
vte-dev-007,hybrid_rrf_bridge,"[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]","[""8.2""]","[""ru-ace877fce4d8b0f436b1d2ed""]",evidence_found,108.13802701886743,33.422562992200255,1.0,1.0,1.0,1.0,1.0,,
vte-dev-008,hybrid_rrf_bridge,"[""9.2""]","[""ru-bd43b1b9574eec1acd417dee""]","[""9.2"", ""10.4"", ""19.5""]","[""ru-bd43b1b9574eec1acd417dee"", ""ru-de680f03288887779adf187e"", ""ru-4d2feffc0b71b91d13fec864""]",evidence_found,112.13134601712227,32.042518025264144,1.0,1.0,1.0,1.0,1.0,,
vte-dev-009,hybrid_rrf_bridge,"[""9.4""]","[""ru-7c27ec0228a992d8e19017ea""]","[""9.4"", ""9.3"", ""9.7"", ""9.6"", ""9.5""]","[""ru-7c27ec0228a992d8e19017ea"", ""ru-4f654bf64c3fe35e807b4fc1"", ""ru-e9c8ce2d30a34ca70d102b99"", ""ru-ae15c1f43ec01b3995662485"", ""ru-09c3a68fdc576ab6af183d91""]",evidence_found,107.80281503684819,32.07708697300404,1.0,1.0,1.0,1.0,1.0,,
vte-dev-010,hybrid_rrf_bridge,"[""10.2""]","[""ru-74582e12491974c96af26260""]","[""10.2"", ""10.1"", ""10.4"", ""12.7"", ""10.3""]","[""ru-74582e12491974c96af26260"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-de680f03288887779adf187e"", ""ru-8baf3d2205f90ee07b01d94b"", ""ru-04f6da035fe497f436ed1c4f""]",evidence_found,111.92656395724043,32.30874694418162,1.0,1.0,1.0,1.0,1.0,,
vte-dev-011,hybrid_rrf_bridge,"[""10.1"", ""10.3""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f""]","[""10.1"", ""10.3"", ""10.4"", ""10.2"", ""8.1""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-04f6da035fe497f436ed1c4f"", ""ru-de680f03288887779adf187e"", ""ru-74582e12491974c96af26260"", ""ru-dc8ada4dca8f67ce2a0f1406""]",evidence_found,108.94249496050179,31.484709004871547,1.0,1.0,1.0,1.0,1.0,,
vte-dev-012,hybrid_rrf_bridge,"[""12.17""]","[""ru-48900ad13805cc0801720478""]","[""12.17"", ""12.28""]","[""ru-48900ad13805cc0801720478"", ""ru-9d2dbeceda40bd832d284d92""]",evidence_found,110.87291402509436,31.984708039090037,1.0,1.0,1.0,1.0,1.0,,
vte-dev-013,hybrid_rrf_bridge,"[""12.22""]","[""ru-1e45de30003f9c69fe1aa135""]","[""12.28""]","[""ru-9d2dbeceda40bd832d284d92""]",evidence_found,104.78194593451917,32.04801992978901,0.0,0.0,0.0,0.0,0.0,,
vte-dev-014,hybrid_rrf_bridge,"[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]","[""12.32""]","[""ru-48b394e00c3ae2291a2f443b""]",evidence_found,111.86677904333919,33.04966102587059,1.0,1.0,1.0,1.0,1.0,,
vte-dev-015,hybrid_rrf_bridge,"[""12.40""]","[""ru-f53e5979042bf781b05cff9d""]","[""10.2"", ""10.1"", ""12.42"", ""10.4"", ""12.43""]","[""ru-74582e12491974c96af26260"", ""ru-c57df85fdc1cb85e6e255fe2"", ""ru-5f91da9696557ef8b53ce50b"", ""ru-de680f03288887779adf187e"", ""ru-3bec9a407fd42ae3bfc7f270""]",evidence_found,111.33062798762694,34.02405994711444,0.0,0.0,0.0,0.0,0.0,,
vte-dev-016,hybrid_rrf_bridge,"[""13.5""]","[""ru-f92c378d7fc914b49fac5cfd""]",[],[],evidence_found,110.9675740590319,32.14079997269437,0.0,0.0,0.0,0.0,0.0,,
vte-dev-017,hybrid_rrf_bridge,"[""15.5""]","[""ru-3d392513fa74d61a606c643f""]","[""10.1"", ""10.2"", ""10.4"", ""10.3"", ""15.5"", ""15.4""]","[""ru-c57df85fdc1cb85e6e255fe2"", ""ru-74582e12491974c96af26260"", ""ru-de680f03288887779adf187e"", ""ru-04f6da035fe497f436ed1c4f"", ""ru-3d392513fa74d61a606c643f"", ""ru-066542701b7beb6b2cb10311""]",evidence_found,109.61861605755985,31.347615062259138,0.0,0.0,1.0,0.2,0.38685280723454163,,
vte-dev-018,hybrid_rrf_bridge,[],[],[],[],no_evidence_in_snapshot,103.81905100075528,30.954692978411913,,,,,,True,False
vte-dev-019,hybrid_rrf_bridge,[],[],[],[],no_evidence_in_snapshot,98.51938398787752,34.64437398361042,,,,,,True,False
vte-dev-020,hybrid_rrf_bridge,[],[],[],[],no_evidence_in_snapshot,105.40283203590661,31.385006965138018,,,,,,True,False
