question_id,coverage_stratum,model_config_id,system_arm,pair_complete,answer_status_agreement,claim_exact_set_jaccard,recommendation_exact_set_jaccard,answer_token_cosine_similarity,answer_token_set_jaccard,source_ref_jaccard,evidence_allowlist_jaccard,absolute_token_difference,absolute_cost_difference_usd,absolute_end_to_end_difference_ms,clinical_rating_agreement
study-q-007,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.8066421453603517,0.5538461538461539,1.0,1.0,102,0.0030600000000000002,1053.6531429970637,
study-q-007,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5409144993205685,0.3176470588235294,0.0,1.0,11949,0.06377,1888.3867500117049,
study-q-007,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9999999999999998,1.0,0.3333333333333333,1.0,156,0.0031200000000000012,4803.377661854029,
study-q-007,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.7071067811865475,0.5,1.0,1.0,6279,0.03532399999999998,6101.821606978774,
study-q-008,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.680516513662142,0.40594059405940597,0.6,1.0,189,0.041382,2606.2927909661084,
study-q-008,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5447850561287985,0.2894736842105263,0.3333333333333333,1.0,8154,0.067345,5912.080586072989,
study-q-008,covered_by_local_corpus,gpt56_sol_high,RAG,True,False,0.0,0.0,0.0,0.0,1.0,1.0,320,0.006399999999999996,14943.153230007738,
study-q-008,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.45178123045699536,0.31343283582089554,0.0,1.0,4050,0.01773600000000003,18625.383949954994,
study-q-009,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6057083272045296,0.4017857142857143,1.0,1.0,12,0.0003599999999999992,39484.46025303565,
study-q-009,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.7069812926858369,0.4358974358974359,0.5,1.0,106,0.005629999999999996,110.48495001159608,
study-q-009,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.43317369111661347,0.2727272727272727,0.6666666666666666,1.0,18,0.0003599999999999992,1216.244223061949,
study-q-009,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.6479782221629949,0.45454545454545453,1.0,1.0,8265,0.043843999999999994,13628.33077693358,
study-q-010,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.8490177879315325,0.647887323943662,1.0,1.0,240,0.007199999999999998,2792.0861130114645,
study-q-010,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5299213535857303,0.2636363636363636,1.0,1.0,1703,0.006614999999999982,2106.550115859136,
study-q-010,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.8484848484848485,0.75,1.0,1.0,267,0.005340000000000011,3543.2365289889276,
study-q-010,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.5039526306789697,0.3148148148148148,1.0,1.0,7044,0.03246399999999999,32008.811563951895,
study-q-011,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.5992911988074936,0.3274336283185841,1.0,1.0,93,0.002790000000000001,275.1569520914927,
study-q-011,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5030282131029731,0.24107142857142858,0.16666666666666666,1.0,22774,0.14852,21576.35189103894,
study-q-011,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.5674615217055269,0.3333333333333333,0.5714285714285714,1.0,92,0.0018400000000000014,1642.5691290060058,
study-q-011,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.3736323588785367,0.22641509433962265,1.0,1.0,8160,0.04115200000000002,6940.346883959137,
study-q-012,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6666666666666667,0.32142857142857145,0.7142857142857143,1.0,164,0.004920000000000008,7.954930071718991,
study-q-012,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5879951490600303,0.28205128205128205,0.3333333333333333,1.0,2290,0.027175000000000005,2228.6723640281707,
study-q-012,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.7029594915666377,0.4722222222222222,0.8333333333333334,1.0,42,0.0008400000000000005,1260.5105821276084,
study-q-012,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.5570066518960166,0.4186046511627907,0.6666666666666666,1.0,14718,0.1051154,120539.41564098932,
study-q-013,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.25,0.0,0.9411764705882353,0.8888888888888888,1.0,1.0,144,0.004320000000000001,1725.0880821375176,
study-q-013,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5014942752890161,0.29411764705882354,0.5,1.0,18309,0.11569499999999999,6885.446999920532,
study-q-013,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.8767140075192092,0.7777777777777778,1.0,1.0,30,0.0005999999999999998,213.13576493412256,
study-q-013,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.6859943405700353,0.47058823529411764,1.0,1.0,153,0.0002999999999999947,831.1165999621153,
study-q-014,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.7151123036798687,0.37333333333333335,0.25,1.0,514,0.015419999999999996,11716.566232033074,
study-q-014,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.48651205237821454,0.2831858407079646,0.3333333333333333,1.0,5442,0.060410000000000005,9401.071636937559,
study-q-014,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.6944444444444444,0.5384615384615384,1.0,1.0,114,0.0022799999999999973,7025.522482930683,
study-q-014,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.7519206177414045,0.5625,1.0,1.0,3423,0.03078000000000003,5883.700971025974,
study-q-015,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.8131156281817417,0.6470588235294118,1.0,1.0,15,0.000449999999999999,496.8252070248127,
study-q-015,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.6288512725957734,0.3425925925925926,0.2222222222222222,1.0,203,0.005264999999999992,1207.5589790474623,
study-q-015,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9486832980505138,0.9,0.5,1.0,7,0.00014000000000000123,341.662902967073,
study-q-015,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.2832802111312681,0.14814814814814814,0.14285714285714285,1.0,416,0.0007520000000000027,8888.11583200004,
study-q-016,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.5142956348249516,0.3522727272727273,1.0,1.0,146,0.004380000000000002,1065.0870790705085,
study-q-016,covered_by_local_corpus,gpt55_medium,WEB,True,False,0.0,0.0,0.3938354770443153,0.16304347826086957,0.2,1.0,11534,0.08374500000000001,1813.6334728915244,
study-q-016,covered_by_local_corpus,gpt56_sol_high,RAG,True,False,0.0,0.0,0.6804485315449161,0.5178571428571429,1.0,1.0,101,0.002020000000000001,63.29622492194176,
study-q-016,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.49339866816116573,0.3225806451612903,0.2,1.0,6110,0.034024,13033.395789097995,
study-q-017,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.7668063431346183,0.45977011494252873,0.5,1.0,119,0.0035700000000000037,1775.4829960176721,
study-q-017,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5142457515972229,0.32679738562091504,0.0,1.0,7589,0.05657000000000001,4113.5448180139065,
study-q-017,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.7974365066458868,0.5806451612903226,0.5,1.0,32,0.0006400000000000017,899.9860659241676,
study-q-017,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.5607566382392306,0.3769230769230769,0.0,1.0,7264,0.04969599999999999,18455.622921930626,
study-q-018,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6059888786674842,0.3173076923076923,0.8,1.0,163,0.012390000000000005,641.853986075148,
study-q-018,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.7260115680105514,0.45161290322580644,0.2222222222222222,1.0,2499,0.020644999999999997,6799.265650101006,
study-q-018,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.7420230490920403,0.5409836065573771,1.0,1.0,411,0.008220000000000005,4878.799855010584,
study-q-018,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.40863470634825333,0.29333333333333333,0.5,1.0,41346,0.22277600000000003,30611.458273022436,
study-q-019,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6162388714943565,0.375,0.6666666666666666,1.0,317,0.009510000000000005,6208.338825032115,
study-q-019,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5484188018646589,0.2972972972972973,0.4,1.0,354,0.008994999999999989,7658.723894041032,
study-q-019,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.5765712238082096,0.375,1.0,1.0,22,0.0004400000000000029,872.5616879528388,
study-q-019,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.6346477588219923,0.3269230769230769,0.4,1.0,7563,0.055195999999999995,41710.118627990596,
study-q-020,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.7149186350926215,0.44776119402985076,1.0,1.0,161,0.004829999999999994,1407.7621648320928,
study-q-020,covered_by_local_corpus,gpt55_medium,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,19966,0.14018000000000003,6843.421075958759,
study-q-020,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.707549137677225,0.5294117647058824,1.0,1.0,19,0.00038000000000000186,545.8163060247898,
study-q-020,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,5002,0.011511999999999994,15854.12975109648,
study-q-021,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.8219949365267865,0.6610169491525424,1.0,1.0,48,0.0014399999999999968,2363.578150048852,
study-q-021,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.7942703473096453,0.6103896103896104,0.5,1.0,135,0.009325,5534.628126071766,
study-q-021,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.6265503646771936,0.39285714285714285,0.5,1.0,92,0.0018399999999999996,1720.202736905776,
study-q-021,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,13124,0.074528,18.108752905391157,
study-q-022,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,1.0,0.917463421851129,0.8461538461538461,1.0,1.0,22,0.0006600000000000009,789.48018187657,
study-q-022,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.6729773775727069,0.4888888888888889,0.3333333333333333,1.0,539,0.010419999999999999,5486.8125529028475,
study-q-022,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.8178608201095309,0.6896551724137931,1.0,1.0,4,8.000000000000021e-05,469.8700029402971,
study-q-022,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,1.0,1.0,1.0,1.0,8950,0.054104000000000006,15180.684561026283,
study-q-023,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6658646269044838,0.3482142857142857,1.0,1.0,38,0.006924,60.22750190459192,
study-q-023,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.4441424094490139,0.22826086956521738,0.2,1.0,287,0.003360000000000002,2463.688772986643,
study-q-023,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.4665694748158435,0.27906976744186046,0.8333333333333334,1.0,165,0.0032999999999999974,843.2930470444262,
study-q-023,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.48919116312871064,0.18548387096774194,0.16666666666666666,1.0,12267,0.06687599999999999,15010.566340060905,
study-q-024,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6964563325180699,0.4431818181818182,1.0,1.0,259,0.007769999999999999,2924.821052933112,
study-q-024,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.3621191353674005,0.24444444444444444,0.0,1.0,6001,0.03738,1461.6917800158262,
study-q-024,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.3333333333333333,0.0,0.7182603255145309,0.4745762711864407,0.6666666666666666,1.0,109,0.0021800000000000014,167.0970309060067,
study-q-024,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,20984,0.10300799999999999,2062.965403893031,
study-q-025,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.7150842452385809,0.49523809523809526,0.75,1.0,325,0.009750000000000002,5772.486279020086,
study-q-025,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.6118001183603192,0.39316239316239315,0.16666666666666666,1.0,8811,0.06395500000000001,9893.780202954076,
study-q-025,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.2,0.0,0.7811334658849433,0.640625,0.5,1.0,21,0.0004200000000000037,2231.8804200040177,
study-q-025,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.6423416693719285,0.5056179775280899,0.25,1.0,379,0.006475999999999996,1580.9266209835187,
study-q-026,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.9192547197409877,0.875,1.0,1.0,462,0.013859999999999997,5002.257216954604,
study-q-026,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.601766559853383,0.32894736842105265,0.0,1.0,2293,0.013789999999999997,914.1966160386801,
study-q-026,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.717492166446893,0.4576271186440678,1.0,1.0,76,0.0015200000000000005,2624.597250018269,
study-q-026,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.6428695435311895,0.42857142857142855,0.0,1.0,37,0.0012679999999999914,4636.484225979075,
study-q-027,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.7865927899926132,0.5957446808510638,0.75,1.0,281,0.027282,3481.08461801894,
study-q-027,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.627181507505318,0.2740740740740741,0.14285714285714285,1.0,17991,0.12015499999999998,6083.585739135742,
study-q-027,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.8323361731624064,0.6666666666666666,0.6666666666666666,1.0,685,0.01369999999999999,7909.780293004587,
study-q-027,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.3351204479282183,0.24107142857142858,0.5,1.0,9133,0.04848399999999997,9442.19208706636,
study-q-028,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.1111111111111111,0.0,0.9320895410803898,0.8688524590163934,1.0,1.0,93,0.002790000000000001,1170.0234479503706,
study-q-028,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.7060583188869585,0.46808510638297873,0.6,1.0,689,0.01687000000000001,1675.751704024151,
study-q-028,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9291626628143502,0.82,1.0,1.0,126,0.0025200000000000014,365.44912692625076,
study-q-028,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.8977649452339892,0.7857142857142857,0.5,1.0,13084,0.085088,24050.00623606611,
study-q-029,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.2,0.7393244619691727,0.5657894736842105,1.0,1.0,181,0.005430000000000004,1832.9752678982913,
study-q-029,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.14285714285714285,0.0,0.5394109498457442,0.2926829268292683,0.16666666666666666,1.0,6676,0.04988000000000001,4235.265091992915,
study-q-029,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.25,0.7605095156428545,0.5714285714285714,0.75,1.0,45,0.000899999999999998,933.9623299892992,
study-q-029,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,5402,0.051192000000000015,14687.956013018265,
study-q-030,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.1111111111111111,0.0,0.7481260915123599,0.3983739837398374,1.0,1.0,52,0.0015599999999999989,776.1058069299906,
study-q-030,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5394980470206047,0.23902439024390243,0.14285714285714285,1.0,15459,0.09634500000000001,3349.3047850206494,
study-q-030,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.7833472785434938,0.5084745762711864,1.0,1.0,656,0.01312,8868.71346004773,
study-q-030,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.48426698104307236,0.18478260869565216,0.0,1.0,17927,0.11919599999999997,4077.2991770645604,
study-q-031,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,1.0,0.6860137318139602,0.4365079365079365,1.0,1.0,119,0.003569999999999997,2356.907169916667,
study-q-031,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,1.0,0.5538778058724235,0.3014705882352941,0.5,1.0,16910,0.08950000000000002,5160.07970192004,
study-q-031,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,1.0,0.823875566891427,0.6823529411764706,1.0,1.0,58,0.0011600000000000013,5011.926306062378,
study-q-031,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,1.0,0.0,1.0,1.0,1.0,7663,0.03634799999999999,8003.9617219008505,
study-q-032,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6831300510639733,0.5,1.0,1.0,35,0.022938,216.38321201317012,
study-q-032,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.4400359866366431,0.2692307692307692,0.6,1.0,144,0.007870000000000002,5759.47874400299,
study-q-032,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.8198915917499229,0.6071428571428571,1.0,1.0,352,0.007040000000000005,4070.5652999458835,
study-q-032,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.5843487097907776,0.3877551020408163,0.3333333333333333,1.0,9189,0.05709199999999999,20203.343224013224,
study-q-033,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.8461322884892528,0.7419354838709677,0.5,1.0,156,0.004679999999999997,2087.211582926102,
study-q-033,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.5397494601838765,0.2413793103448276,0.0,1.0,15273,0.09794,6004.5189739903435,
study-q-033,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9891304347826089,0.9615384615384616,1.0,1.0,259,0.005180000000000001,7242.31540504843,
study-q-033,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.34815531191139565,0.19696969696969696,1.0,1.0,8766,0.04720800000000003,24295.40009703487,
study-q-034,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.6873217490352688,0.4225352112676056,1.0,1.0,2,5.9999999999997555e-05,778.7753029260784,
study-q-034,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.48912890210248977,0.23076923076923078,0.2857142857142857,1.0,102,0.0025350000000000095,3750.7810259703547,
study-q-034,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.6416236526819377,0.4166666666666667,1.0,1.0,10,0.0001999999999999988,876.90535094589,
study-q-034,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.44111542077536603,0.29508196721311475,0.2,1.0,8387,0.049708,12195.327183930203,
study-q-035,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.1111111111111111,0.0,0.786948484347674,0.5625,1.0,1.0,99,0.0029700000000000004,1160.7681959867477,
study-q-035,covered_by_local_corpus,gpt55_medium,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,3688,0.016815000000000024,1531.9286200683564,
study-q-035,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.6345239219323942,0.4125,0.6666666666666666,1.0,48,0.0009599999999999956,50.73570599779487,
study-q-035,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.538748023761179,0.23308270676691728,0.0,1.0,15010,0.08292560000000002,58902.0781069994,
study-q-036,covered_by_local_corpus,gpt55_medium,RAG,True,True,1.0,0.0,0.9999999999999998,1.0,1.0,1.0,40,0.0011999999999999997,1447.3751649493352,
study-q-036,covered_by_local_corpus,gpt55_medium,WEB,True,False,0.0,0.0,0.5895009009468897,0.35443037974683544,0.3333333333333333,1.0,1606,0.0017800000000000038,3474.255420966074,
study-q-036,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9011271137791659,0.8181818181818182,1.0,1.0,3,6.0000000000001025e-05,1077.4513820651919,
study-q-036,covered_by_local_corpus,gpt56_sol_high,WEB,True,False,0.0,0.0,0.0,0.0,0.0,1.0,24497,0.14056400000000002,2356.8658009171486,
study-q-037,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.0,0.0,0.753778361444409,0.4647887323943662,1.0,1.0,132,0.016631999999999997,2272.6085950853303,
study-q-037,covered_by_local_corpus,gpt55_medium,WEB,True,False,0.0,0.0,0.4562105641233377,0.26851851851851855,0.4,1.0,27196,0.19628,9480.069863144308,
study-q-037,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.14285714285714285,0.0,0.6537204504606134,0.47058823529411764,1.0,1.0,153,0.0030600000000000002,474.76449387613684,
study-q-037,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.7396002616336387,0.5238095238095238,0.25,1.0,25702,0.15376800000000002,37381.99463800993,
study-q-038,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.14285714285714285,0.0,0.9296691481959191,0.819672131147541,0.5,1.0,209,0.006270000000000001,1888.9840530464426,
study-q-038,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.4593745513922587,0.22093023255813954,0.5,1.0,13397,0.05291000000000001,3257.5866980478168,
study-q-038,covered_by_local_corpus,gpt56_sol_high,RAG,True,True,0.0,0.0,0.9192547197409877,0.8409090909090909,1.0,1.0,32,0.0006400000000000017,1592.1229959931225,
study-q-038,covered_by_local_corpus,gpt56_sol_high,WEB,True,True,0.0,0.0,0.0,1.0,1.0,1.0,7072,0.043583999999999984,151.56799787655473,
study-q-039,covered_by_local_corpus,gpt55_medium,RAG,True,True,0.16666666666666666,0.0,0.83917523082995,0.6075949367088608,0.75,1.0,14,0.0004200000000000037,1717.6346729975194,
study-q-039,covered_by_local_corpus,gpt55_medium,WEB,True,True,0.0,0.0,0.6361332923595687,0.3185840707964602,0.14285714285714285,1.0,11996,0.10383,14266.302995965816,
