run_id,question_id,coverage_stratum,model_config_id,repetition,expected_evidence_count,retrieved_evidence_count,first_relevant_rank,recall_at_5,mrr,retrieval_outcome,retrieval_latency_ms
rag-vs-web-1.1.0:1_primary:study-q-008:gpt56_sol_high:RAG,study-q-008,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,304.7102040145546
rag-vs-web-1.1.0:1_primary:study-q-009:gpt55_medium:RAG,study-q-009,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,336.98734908830374
rag-vs-web-1.1.0:1_primary:study-q-009:gpt56_sol_high:RAG,study-q-009,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,326.12569304183125
rag-vs-web-1.1.0:1_primary:study-q-010:gpt55_medium:RAG,study-q-010,covered_by_local_corpus,gpt55_medium,1_primary,1,14,4,1.0,0.25,evidence_found,305.4386959411204
rag-vs-web-1.1.0:1_primary:study-q-010:gpt56_sol_high:RAG,study-q-010,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,4,1.0,0.25,evidence_found,295.76907702721655
rag-vs-web-1.1.0:1_primary:study-q-011:gpt55_medium:RAG,study-q-011,covered_by_local_corpus,gpt55_medium,1_primary,1,9,,0.0,0.0,evidence_found,279.60965200327337
rag-vs-web-1.1.0:1_primary:study-q-011:gpt56_sol_high:RAG,study-q-011,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,,0.0,0.0,evidence_found,290.5274530639872
rag-vs-web-1.1.0:1_primary:study-q-012:gpt55_medium:RAG,study-q-012,covered_by_local_corpus,gpt55_medium,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,297.1649590181187
rag-vs-web-1.1.0:1_primary:study-q-012:gpt56_sol_high:RAG,study-q-012,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,295.05014803726226
rag-vs-web-1.1.0:1_primary:study-q-013:gpt55_medium:RAG,study-q-013,covered_by_local_corpus,gpt55_medium,1_primary,1,5,3,1.0,0.3333333333333333,evidence_found,275.0668410444632
rag-vs-web-1.1.0:1_primary:study-q-013:gpt56_sol_high:RAG,study-q-013,covered_by_local_corpus,gpt56_sol_high,1_primary,1,5,3,1.0,0.3333333333333333,evidence_found,283.5739169968292
rag-vs-web-1.1.0:1_primary:study-q-014:gpt55_medium:RAG,study-q-014,covered_by_local_corpus,gpt55_medium,1_primary,1,9,2,1.0,0.5,evidence_found,278.3346229698509
rag-vs-web-1.1.0:1_primary:study-q-014:gpt56_sol_high:RAG,study-q-014,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,2,1.0,0.5,evidence_found,281.0356989502907
rag-vs-web-1.1.0:1_primary:study-q-015:gpt55_medium:RAG,study-q-015,covered_by_local_corpus,gpt55_medium,1_primary,1,4,4,1.0,0.25,evidence_found,284.84460909385234
rag-vs-web-1.1.0:1_primary:study-q-015:gpt56_sol_high:RAG,study-q-015,covered_by_local_corpus,gpt56_sol_high,1_primary,1,4,4,1.0,0.25,evidence_found,316.6552589973435
rag-vs-web-1.1.0:1_primary:study-q-016:gpt55_medium:RAG,study-q-016,covered_by_local_corpus,gpt55_medium,1_primary,1,5,,0.0,0.0,evidence_found,285.7976439408958
rag-vs-web-1.1.0:1_primary:study-q-016:gpt56_sol_high:RAG,study-q-016,covered_by_local_corpus,gpt56_sol_high,1_primary,1,5,,0.0,0.0,evidence_found,269.8146920884028
rag-vs-web-1.1.0:1_primary:study-q-017:gpt55_medium:RAG,study-q-017,covered_by_local_corpus,gpt55_medium,1_primary,1,8,2,1.0,0.5,evidence_found,273.00816180650145
rag-vs-web-1.1.0:1_primary:study-q-017:gpt56_sol_high:RAG,study-q-017,covered_by_local_corpus,gpt56_sol_high,1_primary,1,8,2,1.0,0.5,evidence_found,269.73999897018075
rag-vs-web-1.1.0:1_primary:study-q-018:gpt55_medium:RAG,study-q-018,covered_by_local_corpus,gpt55_medium,1_primary,1,10,,0.0,0.0,evidence_found,286.4126779604703
rag-vs-web-1.1.0:1_primary:study-q-018:gpt56_sol_high:RAG,study-q-018,covered_by_local_corpus,gpt56_sol_high,1_primary,1,10,,0.0,0.0,evidence_found,274.78585310745984
rag-vs-web-1.1.0:1_primary:study-q-019:gpt55_medium:RAG,study-q-019,covered_by_local_corpus,gpt55_medium,1_primary,1,9,,0.0,0.0,evidence_found,285.39889492094517
rag-vs-web-1.1.0:1_primary:study-q-019:gpt56_sol_high:RAG,study-q-019,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,,0.0,0.0,evidence_found,289.0861858613789
rag-vs-web-1.1.0:1_primary:study-q-020:gpt55_medium:RAG,study-q-020,covered_by_local_corpus,gpt55_medium,1_primary,1,6,2,1.0,0.5,evidence_found,276.02322900202125
rag-vs-web-1.1.0:1_primary:study-q-020:gpt56_sol_high:RAG,study-q-020,covered_by_local_corpus,gpt56_sol_high,1_primary,1,6,2,1.0,0.5,evidence_found,275.9524879511446
rag-vs-web-1.1.0:1_primary:study-q-021:gpt55_medium:RAG,study-q-021,covered_by_local_corpus,gpt55_medium,1_primary,1,3,2,1.0,0.5,evidence_found,291.144693037495
rag-vs-web-1.1.0:1_primary:study-q-021:gpt56_sol_high:RAG,study-q-021,covered_by_local_corpus,gpt56_sol_high,1_primary,1,3,2,1.0,0.5,evidence_found,289.7101890994236
rag-vs-web-1.1.0:1_primary:study-q-022:gpt55_medium:RAG,study-q-022,covered_by_local_corpus,gpt55_medium,1_primary,1,9,2,1.0,0.5,evidence_found,284.44147401023656
rag-vs-web-1.1.0:1_primary:study-q-022:gpt56_sol_high:RAG,study-q-022,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,2,1.0,0.5,evidence_found,287.48397598974407
rag-vs-web-1.1.0:1_primary:study-q-023:gpt55_medium:RAG,study-q-023,covered_by_local_corpus,gpt55_medium,1_primary,1,8,2,1.0,0.5,evidence_found,266.4120419649407
rag-vs-web-1.1.0:1_primary:study-q-023:gpt56_sol_high:RAG,study-q-023,covered_by_local_corpus,gpt56_sol_high,1_primary,1,8,2,1.0,0.5,evidence_found,277.3888411466032
rag-vs-web-1.1.0:1_primary:study-q-024:gpt55_medium:RAG,study-q-024,covered_by_local_corpus,gpt55_medium,1_primary,1,7,,0.0,0.0,evidence_found,264.8840550100431
rag-vs-web-1.1.0:1_primary:study-q-024:gpt56_sol_high:RAG,study-q-024,covered_by_local_corpus,gpt56_sol_high,1_primary,1,7,,0.0,0.0,evidence_found,276.3947630301118
rag-vs-web-1.1.0:1_primary:study-q-025:gpt55_medium:RAG,study-q-025,covered_by_local_corpus,gpt55_medium,1_primary,1,9,2,1.0,0.5,evidence_found,267.9774740245193
rag-vs-web-1.1.0:1_primary:study-q-025:gpt56_sol_high:RAG,study-q-025,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,2,1.0,0.5,evidence_found,274.9164600390941
rag-vs-web-1.1.0:1_primary:study-q-026:gpt55_medium:RAG,study-q-026,covered_by_local_corpus,gpt55_medium,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,299.1269330959767
rag-vs-web-1.1.0:1_primary:study-q-026:gpt56_sol_high:RAG,study-q-026,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,308.9916469762102
rag-vs-web-1.1.0:1_primary:study-q-027:gpt55_medium:RAG,study-q-027,covered_by_local_corpus,gpt55_medium,1_primary,1,14,8,0.0,0.125,evidence_found,311.9514420395717
rag-vs-web-1.1.0:1_primary:study-q-027:gpt56_sol_high:RAG,study-q-027,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,8,0.0,0.125,evidence_found,318.21820011828095
rag-vs-web-1.1.0:1_primary:study-q-028:gpt55_medium:RAG,study-q-028,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,302.0300429780036
rag-vs-web-1.1.0:1_primary:study-q-028:gpt56_sol_high:RAG,study-q-028,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,312.98027106095105
rag-vs-web-1.1.0:1_primary:study-q-029:gpt55_medium:RAG,study-q-029,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,291.18776810355484
rag-vs-web-1.1.0:1_primary:study-q-029:gpt56_sol_high:RAG,study-q-029,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,282.60208817664534
rag-vs-web-1.1.0:1_primary:study-q-030:gpt55_medium:RAG,study-q-030,covered_by_local_corpus,gpt55_medium,1_primary,1,5,2,1.0,0.5,evidence_found,281.61452896893024
rag-vs-web-1.1.0:1_primary:study-q-030:gpt56_sol_high:RAG,study-q-030,covered_by_local_corpus,gpt56_sol_high,1_primary,1,5,2,1.0,0.5,evidence_found,276.9950149813667
rag-vs-web-1.1.0:1_primary:study-q-031:gpt55_medium:RAG,study-q-031,covered_by_local_corpus,gpt55_medium,1_primary,1,9,3,1.0,0.3333333333333333,evidence_found,121.5422049863264
rag-vs-web-1.1.0:1_primary:study-q-031:gpt56_sol_high:RAG,study-q-031,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,3,1.0,0.3333333333333333,evidence_found,118.61083505209535
rag-vs-web-1.1.0:1_primary:study-q-032:gpt55_medium:RAG,study-q-032,covered_by_local_corpus,gpt55_medium,1_primary,1,9,3,1.0,0.3333333333333333,evidence_found,270.6299280980602
rag-vs-web-1.1.0:1_primary:study-q-032:gpt56_sol_high:RAG,study-q-032,covered_by_local_corpus,gpt56_sol_high,1_primary,1,9,3,1.0,0.3333333333333333,evidence_found,283.85797096416354
rag-vs-web-1.1.0:1_primary:study-q-033:gpt55_medium:RAG,study-q-033,covered_by_local_corpus,gpt55_medium,1_primary,1,2,1,1.0,1.0,evidence_found,283.0214611021802
rag-vs-web-1.1.0:1_primary:study-q-033:gpt56_sol_high:RAG,study-q-033,covered_by_local_corpus,gpt56_sol_high,1_primary,1,2,1,1.0,1.0,evidence_found,280.49023693893105
rag-vs-web-1.1.0:1_primary:study-q-034:gpt55_medium:RAG,study-q-034,covered_by_local_corpus,gpt55_medium,1_primary,1,7,7,0.0,0.14285714285714285,evidence_found,292.636365047656
rag-vs-web-1.1.0:1_primary:study-q-034:gpt56_sol_high:RAG,study-q-034,covered_by_local_corpus,gpt56_sol_high,1_primary,1,7,7,0.0,0.14285714285714285,evidence_found,281.1490499880165
rag-vs-web-1.1.0:1_primary:study-q-035:gpt55_medium:RAG,study-q-035,covered_by_local_corpus,gpt55_medium,1_primary,1,5,4,1.0,0.25,evidence_found,270.54168202448636
rag-vs-web-1.1.0:1_primary:study-q-035:gpt56_sol_high:RAG,study-q-035,covered_by_local_corpus,gpt56_sol_high,1_primary,1,5,4,1.0,0.25,evidence_found,284.46433297358453
rag-vs-web-1.1.0:1_primary:study-q-036:gpt55_medium:RAG,study-q-036,covered_by_local_corpus,gpt55_medium,1_primary,1,3,1,1.0,1.0,evidence_found,277.98641088884324
rag-vs-web-1.1.0:1_primary:study-q-036:gpt56_sol_high:RAG,study-q-036,covered_by_local_corpus,gpt56_sol_high,1_primary,1,3,1,1.0,1.0,evidence_found,272.9780040681362
rag-vs-web-1.1.0:1_primary:study-q-037:gpt55_medium:RAG,study-q-037,covered_by_local_corpus,gpt55_medium,1_primary,1,7,4,1.0,0.25,evidence_found,285.67627898883075
rag-vs-web-1.1.0:1_primary:study-q-037:gpt56_sol_high:RAG,study-q-037,covered_by_local_corpus,gpt56_sol_high,1_primary,1,7,4,1.0,0.25,evidence_found,272.3256810568273
rag-vs-web-1.1.0:1_primary:study-q-038:gpt55_medium:RAG,study-q-038,covered_by_local_corpus,gpt55_medium,1_primary,1,5,3,1.0,0.3333333333333333,evidence_found,270.6848660018295
rag-vs-web-1.1.0:1_primary:study-q-038:gpt56_sol_high:RAG,study-q-038,covered_by_local_corpus,gpt56_sol_high,1_primary,1,5,3,1.0,0.3333333333333333,evidence_found,280.7519269408658
rag-vs-web-1.1.0:1_primary:study-q-039:gpt55_medium:RAG,study-q-039,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,308.43297590035945
rag-vs-web-1.1.0:1_primary:study-q-039:gpt56_sol_high:RAG,study-q-039,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,289.6744922036305
rag-vs-web-1.1.0:1_primary:study-q-040:gpt55_medium:RAG,study-q-040,covered_by_local_corpus,gpt55_medium,1_primary,1,14,4,1.0,0.25,evidence_found,312.26312508806586
rag-vs-web-1.1.0:1_primary:study-q-040:gpt56_sol_high:RAG,study-q-040,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,4,1.0,0.25,evidence_found,304.9629789311439
rag-vs-web-1.1.0:1_primary:study-q-041:gpt55_medium:RAG,study-q-041,covered_by_local_corpus,gpt55_medium,1_primary,2,9,9,0.0,0.1111111111111111,evidence_found,123.31620207987726
rag-vs-web-1.1.0:1_primary:study-q-041:gpt56_sol_high:RAG,study-q-041,covered_by_local_corpus,gpt56_sol_high,1_primary,2,9,9,0.0,0.1111111111111111,evidence_found,123.71226504910737
rag-vs-web-1.1.0:1_primary:study-q-042:gpt55_medium:RAG,study-q-042,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,192.16088892426342
rag-vs-web-1.1.0:1_primary:study-q-042:gpt56_sol_high:RAG,study-q-042,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,193.73432407155633
rag-vs-web-1.1.0:1_primary:study-q-043:gpt55_medium:RAG,study-q-043,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,194.2092338576913
rag-vs-web-1.1.0:1_primary:study-q-043:gpt56_sol_high:RAG,study-q-043,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,194.4792380090803
rag-vs-web-1.1.0:1_primary:study-q-044:gpt55_medium:RAG,study-q-044,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,199.30853799451143
rag-vs-web-1.1.0:1_primary:study-q-044:gpt56_sol_high:RAG,study-q-044,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,201.76690816879272
rag-vs-web-1.1.0:1_primary:study-q-045:gpt55_medium:RAG,study-q-045,covered_by_local_corpus,gpt55_medium,1_primary,2,14,10,0.0,0.1,evidence_found,214.0966000733897
rag-vs-web-1.1.0:1_primary:study-q-045:gpt56_sol_high:RAG,study-q-045,covered_by_local_corpus,gpt56_sol_high,1_primary,2,14,10,0.0,0.1,evidence_found,220.42940894607455
rag-vs-web-1.1.0:1_primary:study-q-046:gpt55_medium:RAG,study-q-046,covered_by_local_corpus,gpt55_medium,1_primary,1,14,5,1.0,0.2,evidence_found,208.63958506379277
rag-vs-web-1.1.0:1_primary:study-q-046:gpt56_sol_high:RAG,study-q-046,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,5,1.0,0.2,evidence_found,215.62953700777143
rag-vs-web-1.1.0:1_primary:study-q-047:gpt55_medium:RAG,study-q-047,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,282.14861499145627
rag-vs-web-1.1.0:1_primary:study-q-047:gpt56_sol_high:RAG,study-q-047,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,283.76448585186154
rag-vs-web-1.1.0:1_primary:study-q-048:gpt55_medium:RAG,study-q-048,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,296.6237539658323
rag-vs-web-1.1.0:1_primary:study-q-048:gpt56_sol_high:RAG,study-q-048,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,305.6885302066803
rag-vs-web-1.1.0:1_primary:study-q-049:gpt55_medium:RAG,study-q-049,covered_by_local_corpus,gpt55_medium,1_primary,2,14,1,0.5,1.0,evidence_found,348.514768993482
rag-vs-web-1.1.0:1_primary:study-q-049:gpt56_sol_high:RAG,study-q-049,covered_by_local_corpus,gpt56_sol_high,1_primary,2,14,1,0.5,1.0,evidence_found,325.7142450893298
rag-vs-web-1.1.0:1_primary:study-q-050:gpt55_medium:RAG,study-q-050,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,198.04875284899026
rag-vs-web-1.1.0:1_primary:study-q-050:gpt56_sol_high:RAG,study-q-050,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,195.50882990006357
rag-vs-web-1.1.0:1_primary:study-q-051:gpt55_medium:RAG,study-q-051,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,239.03482500463724
rag-vs-web-1.1.0:1_primary:study-q-051:gpt56_sol_high:RAG,study-q-051,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,194.86056501045823
rag-vs-web-1.1.0:1_primary:study-q-052:gpt55_medium:RAG,study-q-052,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,298.9410088630393
rag-vs-web-1.1.0:1_primary:study-q-052:gpt56_sol_high:RAG,study-q-052,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,300.4675889387727
rag-vs-web-1.1.0:1_primary:study-q-053:gpt55_medium:RAG,study-q-053,covered_by_local_corpus,gpt55_medium,1_primary,2,14,11,0.0,0.09090909090909091,evidence_found,230.16747401561588
rag-vs-web-1.1.0:1_primary:study-q-053:gpt56_sol_high:RAG,study-q-053,covered_by_local_corpus,gpt56_sol_high,1_primary,2,14,11,0.0,0.09090909090909091,evidence_found,227.48451202642173
rag-vs-web-1.1.0:1_primary:study-q-054:gpt55_medium:RAG,study-q-054,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,285.38972686510533
rag-vs-web-1.1.0:1_primary:study-q-054:gpt56_sol_high:RAG,study-q-054,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,290.6145800370723
rag-vs-web-1.1.0:1_primary:study-q-055:gpt55_medium:RAG,study-q-055,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,200.97818784415722
rag-vs-web-1.1.0:1_primary:study-q-055:gpt56_sol_high:RAG,study-q-055,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,193.87329707387835
rag-vs-web-1.1.0:1_primary:study-q-056:gpt55_medium:RAG,study-q-056,covered_by_local_corpus,gpt55_medium,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,213.7541079428047
rag-vs-web-1.1.0:1_primary:study-q-056:gpt56_sol_high:RAG,study-q-056,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,208.62398494500667
rag-vs-web-1.1.0:1_primary:study-q-057:gpt55_medium:RAG,study-q-057,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,271.6559279942885
rag-vs-web-1.1.0:1_primary:study-q-057:gpt56_sol_high:RAG,study-q-057,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,271.24660299159586
rag-vs-web-1.1.0:1_primary:study-q-058:gpt55_medium:RAG,study-q-058,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,197.40649312734604
rag-vs-web-1.1.0:1_primary:study-q-058:gpt56_sol_high:RAG,study-q-058,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,201.76436507608742
rag-vs-web-1.1.0:1_primary:study-q-059:gpt55_medium:RAG,study-q-059,covered_by_local_corpus,gpt55_medium,1_primary,1,14,2,1.0,0.5,evidence_found,202.56171096116304
rag-vs-web-1.1.0:1_primary:study-q-059:gpt56_sol_high:RAG,study-q-059,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,2,1.0,0.5,evidence_found,204.5782330678776
rag-vs-web-1.1.0:1_primary:study-q-060:gpt55_medium:RAG,study-q-060,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,300.08497613016516
rag-vs-web-1.1.0:1_primary:study-q-060:gpt56_sol_high:RAG,study-q-060,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,277.2866759914905
rag-vs-web-1.1.0:1_primary:study-q-061:gpt55_medium:RAG,study-q-061,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,194.8568020015955
rag-vs-web-1.1.0:1_primary:study-q-061:gpt56_sol_high:RAG,study-q-061,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,195.27300691697747
rag-vs-web-1.1.0:1_primary:study-q-062:gpt55_medium:RAG,study-q-062,covered_by_local_corpus,gpt55_medium,1_primary,1,14,5,1.0,0.2,evidence_found,215.1022331090644
rag-vs-web-1.1.0:1_primary:study-q-062:gpt56_sol_high:RAG,study-q-062,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,5,1.0,0.2,evidence_found,208.99896591436118
rag-vs-web-1.1.0:1_primary:study-q-063:gpt55_medium:RAG,study-q-063,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,216.63103287573904
rag-vs-web-1.1.0:1_primary:study-q-063:gpt56_sol_high:RAG,study-q-063,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,218.84022711310536
rag-vs-web-1.1.0:1_primary:study-q-064:gpt55_medium:RAG,study-q-064,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,195.70052193012089
rag-vs-web-1.1.0:1_primary:study-q-064:gpt56_sol_high:RAG,study-q-064,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,193.93255491741002
rag-vs-web-1.1.0:1_primary:study-q-065:gpt55_medium:RAG,study-q-065,covered_by_local_corpus,gpt55_medium,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,224.51837500557303
rag-vs-web-1.1.0:1_primary:study-q-065:gpt56_sol_high:RAG,study-q-065,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,6,0.0,0.16666666666666666,evidence_found,225.7915399968624
rag-vs-web-1.1.0:1_primary:study-q-066:gpt55_medium:RAG,study-q-066,covered_by_local_corpus,gpt55_medium,1_primary,1,14,,0.0,0.0,evidence_found,284.79433013126254
rag-vs-web-1.1.0:1_primary:study-q-066:gpt56_sol_high:RAG,study-q-066,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,,0.0,0.0,evidence_found,296.8030847841874
rag-vs-web-1.1.0:1_primary:study-q-067:gpt55_medium:RAG,study-q-067,covered_by_local_corpus,gpt55_medium,1_primary,1,13,1,1.0,1.0,evidence_found,203.09539302252233
rag-vs-web-1.1.0:1_primary:study-q-067:gpt56_sol_high:RAG,study-q-067,covered_by_local_corpus,gpt56_sol_high,1_primary,1,13,1,1.0,1.0,evidence_found,207.28245505597442
rag-vs-web-1.1.0:1_primary:study-q-068:gpt55_medium:RAG,study-q-068,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,209.827512037009
rag-vs-web-1.1.0:1_primary:study-q-068:gpt56_sol_high:RAG,study-q-068,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,1,1.0,1.0,evidence_found,210.6390040135011
rag-vs-web-1.1.0:1_primary:study-q-069:gpt55_medium:RAG,study-q-069,covered_by_local_corpus,gpt55_medium,1_primary,1,14,8,0.0,0.125,evidence_found,279.6819059876725
rag-vs-web-1.1.0:1_primary:study-q-069:gpt56_sol_high:RAG,study-q-069,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,8,0.0,0.125,evidence_found,282.4435180518776
rag-vs-web-1.1.0:1_primary:study-q-070:gpt55_medium:RAG,study-q-070,covered_by_local_corpus,gpt55_medium,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,284.4000640325248
rag-vs-web-1.1.0:1_primary:study-q-070:gpt56_sol_high:RAG,study-q-070,covered_by_local_corpus,gpt56_sol_high,1_primary,1,14,3,1.0,0.3333333333333333,evidence_found,284.57589086610824
rag-vs-web-1.1.0:1_primary:study-q-071:gpt55_medium:RAG,study-q-071,covered_by_local_corpus,gpt55_medium,1_primary,1,14,1,1.0,1.0,evidence_found,288.7895869789645
