path,decision,category,reason,bytes,sha256
archive/study_phase2/excel/AISurgeon_RAG_vs_WEB_study_master.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1351052,b413a64099e6668f331aaef4ce74ac7bd10c939e39675c5fc1c7d8eca68c14eb
archive/study_phase2/excel/GPT55_MEDIUM_RAG.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,124032,9130cdc7ebe8ada21c5bf98d6fe9858ae832ee8f9412c58cfe5626416a96fc7f
archive/study_phase2/excel/GPT55_MEDIUM_WEB.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,134900,e604082209ad32eb887e0ee9ffae2cf3c0b8c3a2f30a5ff67c24de6f32ca7253
archive/study_phase2/excel/GPT56_SOL_HIGH_RAG.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,107343,dbb76f3b14821d43e86ceb1ef2d739b9dc07897f5636cd0e7df27bd15b834f8f
archive/study_phase2/excel/GPT56_SOL_HIGH_WEB.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,117585,59f8d0e9a8a1fd8535b22581abffc4bcdd8ca37c439766c32f36bdfc6710a18d
archive/study_phase2/manifest/study_manifest_at_freeze_v2_500usd_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,46341,33d29c046ebe9acbd87c3d1798f7169893a826a91e674270f4dbe25d5190853f
archive/study_phase2/manifest/study_manifest_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,47089,10b910264cc4d57ef153622e1e652250a03f0da463c62f14ea09ecaf30b6418e
archive/study_phase2/qa/excel_integrity_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1890,fb813fe84b94db19446ef33bc39b19e0ebb74ed897f5ec4a2442c7789ae68276
archive/study_phase2/qa/phase2_validation_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4015,551054aba93693ec3f7d06a0cd0ce0acd709d0a3ac821b25dda3719f529fed17
archive/study_phase2/questions/study_owner_pre_freeze_approval_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1236,76b9fde891ccdbf8c80cd5e7821420e7b344ae9572fecce4219db0ebcc36b83d
archive/study_phase2/ratings/citation_audit.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,133024,85342c45c4808843caebce6cda79d448e2b2d74a51d354744f05c1bd4ad0ce90
archive/study_phase2/ratings/clinical_ratings_blinded.xlsx,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,122360,554177c99e1754d705d8b9456cd3f85d2e936a999b34f13f3640e1498976de3d
archive/study_phase2/reports/technical_completion_report_redacted.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,37602,c9469f8afa5931261ff58dd1d7d5b49b1e729699bc7089f369cf631ff0f4ec7d
archive/study_phase2/results/api_attempts_redacted.csv,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,721788,0ae76c5eb7d8da2f7a91973445435875b4c5150fcd7eec7c7c080958fe639dc6
archive/study_phase2/results/api_attempts_redacted.jsonl,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1817924,1ae2741d2f8051082f1c85cbf4516dd21cbf7bbe8d15e37df2f9a258ccb25d5c
archive/study_phase2/results/claims_sources_redacted.csv,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1024835,e469694b12e2e8bcdf20c127895f9e23e48c98bc2ff23d616ae7799e6cc5388b
archive/study_phase2/results/claims_sources_redacted.jsonl,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1621301,00e9e17009a12a162d42873749aad83cec62de21a9fd4b1e82b923bd428ba74a
archive/study_phase2/results/study_results_redacted.csv,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,2237663,afb4c82d509749004372c29bc9b871ef24fe27f2c803d85e540314794346da25
archive/study_phase2/results/study_results_redacted.jsonl,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,16093070,a0abdb00a77eebba92d9f70fc3500d8a0094b4bc9ab0c1c0b010efc38c7e2bc6
archive/validation/archive_validation.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,548,2a1f96a195f59948a05a096609b0bc58f0871ca7be7bbaa96245597b06224cb1
archive/validation/excel_integrity.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1729,a180c877ad6d031eab511fbc8fc35ff20204ce94ca06de2407a1b26fd6d2a387
archive/validation/hash_integrity.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,741,1a4caccbe51234dc43dab1faed2d0ceb974bc38b86e0ef326162f82ca6fe0a6b
archive/validation/security_scan.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,2908,885be9b9b233733e2d489fa01cfe47ab89dbfbaf273353ef1fcaa685708da9b0
archive/validation/test_summary.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,853,05601b700ae8e1be640147d50310b250c0a2c4e781825541d6fe07dd6d721f1b
archive/validation/isolated/cli_rag_phase1_validation.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,21583,fae2588e4406464c3bbef3ecfb1064eb17dbb871b7837873f0fdd44f9aff28c2
archive/validation/isolated/isolated_validator_summary.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,344,a598743f5ff44dda19f4cef616461feeb8a49080bd7248587f2959bce8375b9a
archive/validation/isolated/knowledge_corpus_validation.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3845,f6e566a80fbf057c284bca42685c9272cb63fb7f12faedb0cbb72758133c0bb3
archive/validation/isolated/phase2_study_validation.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4015,551054aba93693ec3f7d06a0cd0ce0acd709d0a3ac821b25dda3719f529fed17
archive/validation/isolated/retrieval_layer_validation.json,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,43604,f6f017f1bbbbe705ae9d4f34a60f03a3735dcd1a9ec40d67e454685ede8bd3eb
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0001_0020.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,14924,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0020_0039.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,20444,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0039_0058.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,30205,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0058_0077.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,21083,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0077_0096.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,17238,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0096_0115.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,39735,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0115_0134.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,36841,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0134_0153.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,13805,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0153_0172.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,61469,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0172_0191.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,34865,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0191_0210.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,45374,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0210_0229.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,26371,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0229_0248.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,25464,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0248_0267.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,31498,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/HCC_BCC_2026_KONSULTATION_0267_0282.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,37011,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0001_0020.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,20313,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0020_0039.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,36741,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0039_0058.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,46761,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0058_0077.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,5317,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0077_0096.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,13189,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0096_0115.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,20555,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0115_0134.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,13517,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0134_0153.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,68353,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0153_0172.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,31211,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0172_0191.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,44923,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0191_0210.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,24679,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0210_0229.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,28949,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0229_0248.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,16644,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0248_0267.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,24863,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/PANKREAS_2025_0267_0282.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,38683,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0001_0020.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,16563,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0020_0039.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,32092,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0039_0058.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,53342,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0058_0077.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,38134,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0077_0096.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,34202,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0096_0115.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,46358,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0115_0134.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,69304,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0134_0153.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,61213,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0153_0172.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,32770,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0172_0191.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,25909,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0191_0210.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,25878,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0210_0229.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,31336,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0229_0248.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,34599,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0248_0267.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,48273,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0267_0286.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,32557,
data/extraction_runs/20260812T195030_c65ecb74/checkpoints/VTE_2026_0286_0294.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,23736,
data/extraction_runs/20260812T195030_c65ecb74/preflight/batch_pdfs/PANKREAS_2025_0154_0156.pdf,exclude,rights_restricted_source,Original guideline or medicinal product PDF; rights not cleared for redistribution.,126704,
data/extraction_runs/20260812T195030_c65ecb74/preflight/checkpoints/PANKREAS_2025_0154_0156.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,17109,
data/extraction_runs/20260812T195030_c65ecb74/repair_failures/VTE_2026_0096_0115_initial.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,2328,
data/extraction_runs/20260812T195030_c65ecb74/repair_failures/VTE_2026_0096_0115_repair.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,2328,
data/extraction_runs/preflight_check/batch_pdfs/PANKREAS_2025_0154_0156.pdf,exclude,rights_restricted_source,Original guideline or medicinal product PDF; rights not cleared for redistribution.,126704,
data/extraction_runs/preflight_check/checkpoints/PANKREAS_2025_0154_0156.json,exclude,checkpoint_or_raw_extraction,Raw extraction/checkpoint material may contain complete source text or provider payloads.,15730,
db/migrations/0001_extensions.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,390,061c6fbfda5a59113874fa78414424e232cbfab16ab7b64b1d5c843612830983
db/migrations/0002_core_schema.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,13096,c3b08c1391ac7f0d0bcf4850a34188ae216ee8f0b72a96adc8380d1dea4afa6a
db/migrations/0003_search_indexes.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1470,737a97a684fa53718fe064b13267286b71dfd4cc3aafc28df16480ac8e209ac8
db/migrations/0004_eligibility_and_search.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,7621,9dbd82769cf0a07211b74f750cc351e882e74e933f08c63d1cabe278ca92472b
db/migrations/0005_claims_and_telemetry.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4634,6e56348cbe9ed236e3c68ea7517df59c045238d135d2ef7d121003eb4f666db0
db/migrations/0006_lossless_text_bytes.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1186,035cc174b7cf169dfe902afe8f40d9cff0507f0b2cef1755abffe7f0b805104f
db/migrations/0007_refresh_eligibility_view.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1012,1ca495b8f782b831401735f187880de351983d4a6720acc043340e0d9c2a7762
db/migrations/0008_typed_relation_expansion.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3966,b1c522f451eb115e4130c4135a1f3d866746a4bf094db7641e99cb9e515a640e
db/migrations/0009_balanced_relation_expansion.sql,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4124,1835828c09864780e11d6ee2675ded31db720fbb3310599bbfe0778f89da312b
docs/ARCHITECTURE.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3286,2cff1cb505f191a34db2d163fdcf488ee4dae8a1ecff0fc125ecab625a520464
docs/CLI_RAG_PHASE1.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,6810,e1c8af7cb58987141071bf39a63e56e4d63cc1db76ec21449fe6f56b1667423a
docs/CORPUS_SNAPSHOT.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3975,d9a302e5080389f7284cc5f4bbede2188f38743ea2dcfa684949f5df28c61926
docs/DATA_DICTIONARY.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4569,078056a36a2dda7917a8f9f4cace6b1c3261459124dbe7c94c5222caf42242f1
docs/EVALUATION_PROTOCOL.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,2510,cc11187251ffc5e42a179fe8caaf9e5c0f975d8cce6f1bb4c2851fdd1cf39199
docs/LIMITATIONS.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,1788,1b5a1b4fb3e0ece9ff416f6d4682698922f346623db72be42864ed4a2670da49
docs/METHODS_DRAFT.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,4383,8840c0c110407d8fbabfbbb9859774775785053f9f7dbae846b74b6a24577d58
docs/POLICY_AND_ELIGIBILITY.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,2888,778fd6ba45ebe44384c9ea331ed4d3e9a454af03d1681c3354abf2c8a29b9c7b
docs/REPRODUCIBILITY.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3861,481e3edcef4da394655a681a4430e78f6b6bb5fc9b09458160bfaa0d46cc88ad
docs/RETRIEVAL.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,3549,c607d46ba9282d7c627691568b2bf3b318e419cec88a61a7fe32451b8108a101
docs/STATISTICAL_ANALYSIS_PLAN_RAG_VS_WEB.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,5380,288dce10ddb2552502008396432a7c914d97a879847d524e654946534362e196
docs/STUDY_PROTOCOL_RAG_VS_WEB.md,include,reviewed_reproducibility_artifact,Explicitly selected by the archive allowlist and subject to repository validation.,9281,14fbd86f7a3e842f2f36907d944692c9542ab18a3adf6e3539411c2402ccb3f3
outputs/knowledge_corpus/canonical/active_substance_evidence.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,75985,
outputs/knowledge_corpus/canonical/active_substances.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,45887,
outputs/knowledge_corpus/canonical/adverse_reactions.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,2542767,
outputs/knowledge_corpus/canonical/chapter_structure.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,1206647,
outputs/knowledge_corpus/canonical/compositions.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,63778,
outputs/knowledge_corpus/canonical/contraindications.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,311558,
outputs/knowledge_corpus/canonical/document_metadata_extracted.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,142179,
outputs/knowledge_corpus/canonical/documents.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,41451,
outputs/knowledge_corpus/canonical/dosing_rules.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,2440717,
outputs/knowledge_corpus/canonical/drug_product_evidence.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,170653,
outputs/knowledge_corpus/canonical/drug_products.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,115687,
outputs/knowledge_corpus/canonical/excipients.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,233405,
outputs/knowledge_corpus/canonical/formal_items.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,2710288,
outputs/knowledge_corpus/canonical/grading_systems.jsonl,exclude,rights_restricted_fulltext,Complete extracted canonical corpus; redistribution rights not established.,36911,
